Name + ORG,ID,Name,ORG,POS,G,GS,TC,A,PO,E,DP,TP,ZR,SBA,RTO,IP,PB,CER,BIZ-R,BIZ-Rm,BIZ-L,BIZ-Lm,BIZ-E,BIZ-Em,BIZ-U,BIZ-Um,BIZ-Z,BIZ-Zm,BIZ-I,FRM,ARM
Uriel Hernández San,30595,Uriel Hernández,San Francisco Giants,3,22,18,155,9,145,1,15,0,-1.3,0,0,177,0,0,32,28,2,2,2,1,0,0,5,1,0,0,0
Mark Froman Bal,13840,Mark Froman,Baltimore Orioles,3,21,20,163,9,154,0,14,0,0.3,0,0,176,0,0,28,28,10,8,4,3,1,0,3,0,0,0,0
Clint Faul Mon,7474,Clint Faul,Montreal Expos,3,23,19,160,8,151,1,11,0,-0.8,0,0,173,0,0,33,32,3,3,4,0,1,0,3,0,1,0,0
Kyle Roche Chi,34104,Kyle Roche,Chicago White Sox,3,24,18,154,13,140,1,12,0,-0.8,0,0,166.1,0,0,34,32,8,5,4,2,4,3,3,0,0,0,0
Jeremy Mauney Bal,30989,Jeremy Mauney,Baltimore Orioles,3,19,19,161,7,153,1,14,0,0.9,0,0,163.1,0,0,23,23,7,6,3,3,4,1,3,0,0,0,0
Ethan Jones Det,15721,Ethan Jones,Detroit Tigers,3,19,17,155,11,144,0,15,0,1.2,0,0,159,0,0,31,31,7,7,2,1,1,0,0,0,0,0,0
Tim Brixi New,14945,Tim Brixi,New York Mets,3,19,17,138,4,133,1,9,0,-1.4,0,0,158.2,0,0,26,22,5,4,1,1,1,0,3,0,0,0,0
Daniel Muso St.,26337,Daniel Muso,St. Louis Cardinals,3,17,16,147,7,140,0,8,0,0.5,0,0,146.1,0,0,21,21,6,5,3,2,1,0,1,0,0,0,0
Jordi Marrero Phi,23964,Jordi Marrero,Philadelphia Phillies,3,19,14,123,7,116,0,12,0,-0.1,0,0,138.2,0,0,22,22,5,3,2,2,0,0,3,0,0,0,0
Josué Álvarez Was,8539,Josué Álvarez,Washington Nationals,3,15,15,141,4,136,1,13,0,-0.1,0,0,137.1,0,0,17,15,6,4,2,2,3,0,2,1,0,0,0
Jeremiah Viera Tam,9599,Jeremiah Viera,Tampa Bay Devil Rays,3,18,14,121,6,115,0,21,0,-0.5,0,0,130,0,0,17,17,5,4,3,0,2,0,1,0,0,0,0
Christopher Charest Ari,32479,Christopher Charest,Arizona Diamondbacks,3,37,8,126,6,120,0,10,0,0.7,0,0,126.2,0,0,21,20,4,4,5,3,1,0,1,0,0,0,0
Carter McTaggart Kan,37195,Carter McTaggart,Kansas City Royals,3,28,8,111,4,106,1,13,0,-0.3,0,0,124,0,0,18,17,1,1,0,0,0,0,2,0,0,0,0
Gideon Fetzer Hou,3867,Gideon Fetzer,Houston Astros,3,15,14,105,1,104,0,16,0,-0.5,0,0,119,0,0,14,13,1,1,2,1,1,0,2,0,0,0,0
Jonas Alcantar Kan,32746,Jonas Alcantar,Kansas City Royals,3,17,12,110,6,104,0,8,0,1,0,0,117.2,0,0,26,26,3,3,0,0,1,1,3,0,0,0,0
Jair Epp Mil,27599,Jair Epp,Milwaukee Brewers,3,16,16,101,4,97,0,15,0,-0.2,0,0,117.1,0,0,16,15,0,0,0,0,2,0,0,0,0,0,0
Rubin Andersen Kan,7039,Rubin Andersen,Kansas City Royals,3,14,14,121,7,112,2,4,0,-0.2,0,0,116,0,0,23,21,4,4,4,2,1,0,0,0,0,0,0
Berenger Goethals Min,35072,Berenger Goethals,Minnesota Twins,3,14,11,108,3,105,0,8,0,1.2,0,0,108,0,0,21,21,2,2,1,1,2,1,0,0,0,0,0
D.J. Fredrickson New,8638,D.J. Fredrickson,New York Yankees,3,39,1,110,6,104,0,8,0,0.5,0,0,107,0,0,21,21,1,1,1,1,2,1,2,0,0,0,0
Rory Harms Bos,38777,Rory Harms,Boston Red Sox,3,15,12,97,10,87,0,8,0,0.1,0,0,105,0,0,20,20,4,4,2,0,0,0,1,0,0,0,0
Ben Shifley St.,4227,Ben Shifley,St. Louis Cardinals,3,13,11,79,5,72,2,14,0,-1.4,0,0,98,0,0,10,9,5,3,4,0,3,2,1,0,0,0,0
Scot Antonelli Kan,28527,Scot Antonelli,Kansas City Monarchs,3,10,10,103,4,99,0,5,0,-0.8,0,0,96,0,0,17,17,4,2,1,1,2,0,2,0,0,0,0
Heraculamo Mayor Jr. Det,25846,Heraculamo Mayor Jr.,Detroit Tigers,3,13,12,89,6,83,0,8,0,0.7,0,0,95,0,0,11,11,2,2,0,0,1,1,2,0,1,0,0
Toby Hopper Tex,35151,Toby Hopper,Texas Rangers,3,10,10,80,4,76,0,2,0,0.5,0,0,88,0,0,13,13,2,2,2,0,0,0,2,1,0,0,0
Gord Demenko Ana,28501,Gord Demenko,Anaheim Angels,3,11,9,74,3,69,2,9,0,-1,0,0,85,0,0,8,8,2,1,2,0,0,0,1,0,0,0,0
Isaac Toscano Col,32141,Isaac Toscano,Colorado Rockies,3,11,7,75,4,69,2,8,0,-1.1,0,0,79,0,0,14,13,2,1,1,0,0,0,3,0,1,0,0
Jason Joiner Cle,15211,Jason Joiner,Cleveland Guardians,3,10,9,71,5,66,0,9,0,0.4,0,0,77,0,0,21,21,2,1,3,3,1,0,0,0,0,0,0
Baltasár Mendoza Tam,33323,Baltasár Mendoza,Tampa Bay Devil Rays,3,9,9,76,5,71,0,9,0,0.4,0,0,74,0,0,10,10,3,3,1,1,0,0,1,0,0,0,0
Oscar Pajero Oak,24753,Oscar Pajero,Oakland Athletics,3,10,7,64,3,59,2,7,0,-1.3,0,0,64,0,0,10,8,1,1,2,1,0,0,0,0,0,0,0
Blaise Valladolid Phi,20072,Blaise Valladolid,Philadelphia Phillies,3,12,7,66,1,65,0,3,0,0.2,0,0,64,0,0,7,7,2,2,0,0,0,0,2,0,0,0,0
Gabriel Martínez Tam,25128,Gabriel Martínez,Tampa Bay Devil Rays,3,28,0,55,5,50,0,8,0,0.8,0,0,63.2,0,0,7,7,4,4,0,0,0,0,1,1,0,0,0
Lee Kostkos Chi,26500,Lee Kostkos,Chicago White Sox,3,11,6,61,2,59,0,4,0,-0.1,0,0,63.1,0,0,14,13,0,0,0,0,0,0,0,0,0,0,0
Jovanny Ruiz Ana,26512,Jovanny Ruiz,Anaheim Angels,3,6,6,60,10,50,0,4,0,1.3,0,0,63,0,0,17,17,0,0,0,0,1,1,3,1,1,0,0
Landon Pabon St.,1385,Landon Pabon,St. Louis Cardinals,3,7,7,59,2,57,0,1,0,0.5,0,0,62,0,0,7,7,1,1,0,0,2,1,1,0,0,0,0
Axel Jones Kan,28164,Axel Jones,Kansas City Royals,3,9,7,53,1,52,0,2,0,0,0,0,61,0,0,6,6,1,1,1,0,0,0,0,0,1,0,0
Oscar Leal San,28717,Oscar Leal,San Francisco Giants,3,7,7,61,1,60,0,5,0,0.1,0,0,60,0,0,13,13,0,0,0,0,1,0,0,0,0,0,0
Renaldo Cartagena Tam,20199,Renaldo Cartagena,Tampa Bay Devil Rays,3,10,6,59,3,56,0,7,0,0.2,0,0,59.1,0,0,14,13,3,3,0,0,1,1,2,0,0,0,0
Ted Aniello Atl,13801,Ted Aniello,Atlanta Hammers,3,8,6,55,3,52,0,5,0,0.3,0,0,58,0,0,6,6,1,1,0,0,1,1,0,0,0,0,0
Bobby Cooney Tor,35109,Bobby Cooney,Toronto Blue Jays,3,16,4,43,1,42,0,3,0,0.1,0,0,57.1,0,0,7,7,1,1,0,0,1,0,0,0,0,0,0
Chad Shabalala Bal,38707,Chad Shabalala,Baltimore Orioles,3,40,1,43,2,39,2,7,0,-0.8,0,0,55.1,0,0,9,9,1,0,1,0,0,0,0,0,0,0,0
Zbynek Quirin Tor,5698,Zbynek Quirin,Toronto Blue Jays,3,7,5,41,3,38,0,4,0,-0.1,0,0,53,0,0,6,6,2,1,0,0,0,0,1,0,0,0,0
Ramin Bent Sea,27873,Ramin Bent,Seattle Mariners,3,6,6,49,3,45,1,3,0,-0.2,0,0,51,0,0,13,13,1,0,1,0,0,0,0,0,0,0,0
Kayden Loftis Chi,18785,Kayden Loftis,Chicago Cubs,3,6,5,45,2,43,0,4,0,-0.3,0,0,46,0,0,10,10,0,0,1,0,0,0,1,0,0,0,0
Dan Brinkman Tex,23192,Dan Brinkman,Texas Rangers,3,5,5,44,2,42,0,8,0,-1.1,0,0,43,0,0,6,5,0,0,1,0,1,0,2,0,0,0,0
Alfredo Benavidez Mon,29281,Alfredo Benavidez,Montreal Expos,3,7,4,38,2,36,0,4,0,0.5,0,0,42,0,0,7,7,3,3,0,0,0,0,1,0,0,0,0
Finn Mathis Chi,24681,Finn Mathis,Chicago Cubs,3,5,4,42,2,40,0,3,0,0,0,0,42,0,0,7,7,0,0,0,0,1,0,0,0,1,0,0
Kristopher Polster Flo,27700,Kristopher Polster,Florida Marlins,3,6,5,47,3,44,0,2,0,0,0,0,42,0,0,14,13,0,0,1,1,0,0,0,0,0,0,0
Trent Hutchins Cin,14079,Trent Hutchins,Cincinnati Reds,3,6,4,44,4,40,0,3,0,0.5,0,0,38,0,0,6,6,1,1,1,1,0,0,0,0,0,0,0
Skip Mayberry San,17314,Skip Mayberry,San Francisco Giants,3,5,5,34,1,33,0,2,0,0,0,0,38,0,0,5,5,2,1,1,1,0,0,1,0,0,0,0
Jon Summey Oak,32382,Jon Summey,Oakland Athletics,3,12,3,31,2,29,0,5,0,0.2,0,0,38,0,0,2,2,1,1,1,0,0,0,0,0,1,0,0
John Blanchard Cle,33875,John Blanchard,Cleveland Guardians,3,4,4,33,0,33,0,5,0,-0.5,0,0,35.2,0,0,3,2,0,0,0,0,0,0,1,0,0,0,0
Roger McGlynn Det,24237,Roger McGlynn,Detroit Tigers,3,4,4,35,6,29,0,3,0,0,0,0,35,0,0,9,7,3,3,0,0,0,0,0,0,0,0,0
Joe Blackmon Mil,35082,Joe Blackmon,Milwaukee Brewers,3,7,4,36,2,34,0,3,0,0.2,0,0,34,0,0,12,12,1,1,0,0,0,0,0,0,0,0,0
Owen Guariglia Bal,15104,Owen Guariglia,Baltimore Orioles,3,5,4,37,0,37,0,4,0,0,0,0,34,0,0,5,5,2,1,1,1,0,0,0,0,0,0,0
Luke Barko Chi,30575,Luke Barko,Chicago Cubs,3,3,3,30,2,28,0,1,0,0.2,0,0,26,0,0,6,6,2,2,3,2,0,0,0,0,0,0,0
Jeff Guttery Cin,37340,Jeff Guttery,Cincinnati Reds,3,3,3,14,1,13,0,3,0,0,0,0,26,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0
Pedro Deniz Col,23340,Pedro Deniz,Colorado Rockies,3,3,3,22,1,21,0,2,0,0,0,0,25,0,0,6,6,1,1,0,0,1,0,1,0,0,0,0
Charlie Aird Det,30279,Charlie Aird,Detroit Tigers,3,8,2,22,3,19,0,2,0,0.3,0,0,24.1,0,0,3,3,0,0,1,1,1,0,2,0,0,0,0
Brian Sherry Phi,7282,Brian Sherry,Philadelphia Phillies,3,4,3,22,3,19,0,5,0,0.1,0,0,24,0,0,3,3,2,2,0,0,0,0,1,0,1,0,0
Homer Álvarez St.,11565,Homer Álvarez,St. Louis Cardinals,3,6,2,24,0,24,0,3,0,0.5,0,0,23.2,0,0,4,4,3,3,0,0,0,0,1,0,0,0,0
Eugene Blumer San,37188,Eugene Blumer,San Francisco Giants,3,3,2,20,2,18,0,0,0,0.1,0,0,23,0,0,3,3,2,2,0,0,1,0,0,0,0,0,0
Sílvio Cherubini Oak,33412,Sílvio Cherubini,Oakland Athletics,3,5,2,22,2,20,0,2,0,0.1,0,0,22,0,0,6,6,1,1,0,0,0,0,0,0,0,0,0
Jeremy Olson New,7889,Jeremy Olson,New York Yankees,3,8,0,13,0,13,0,2,0,-0.2,0,0,21,0,0,6,5,0,0,0,0,0,0,1,0,0,0,0
Sam Peterson Col,20828,Sam Peterson,Colorado Rockies,3,3,2,16,0,16,0,1,0,0.4,0,0,20,0,0,2,2,1,1,0,0,0,0,0,0,0,0,0
Elijah Moore Phi,5900,Elijah Moore,Philadelphia Phillies,3,3,2,19,0,19,0,2,0,0,0,0,19.2,0,0,3,3,1,1,0,0,1,0,0,0,0,0,0
Justin Camilleri Kan,32472,Justin Camilleri,Kansas City Monarchs,3,2,2,13,2,11,0,2,0,-0.4,0,0,18,0,0,2,1,0,0,1,1,0,0,0,0,0,0,0
Denzell Moore Tor,33104,Denzell Moore,Toronto Blue Jays,3,3,2,14,0,14,0,2,0,0,0,0,18,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0
Jake Schmidt St.,28073,Jake Schmidt,St. Louis Cardinals,3,3,1,11,0,11,0,0,0,0.1,0,0,16,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0
Jaden Burnett Tor,21964,Jaden Burnett,Toronto Blue Jays,3,2,2,18,1,17,0,1,0,0.1,0,0,14,0,0,4,4,1,1,0,0,0,0,1,0,0,0,0
Theodore Church Chi,32560,Theodore Church,Chicago Cubs,3,3,0,12,3,9,0,1,0,0.1,0,0,14,0,0,4,4,1,1,0,0,0,0,0,0,0,0,0
Danapati Pillai Bos,32346,Danapati Pillai,Boston Red Sox,3,5,1,12,1,10,1,2,0,-0.5,0,0,12.2,0,0,3,2,0,0,0,0,0,0,0,0,0,0,0
Unai Ayala Cle,36124,Unai Ayala,Cleveland Guardians,3,4,1,18,0,17,1,0,0,-0.5,0,0,12.1,0,0,6,5,0,0,0,0,0,0,0,0,0,0,0
Andres Figueroa Tex,30340,Andres Figueroa,Texas Rangers,3,4,0,9,0,9,0,2,0,-0.1,0,0,12,0,0,3,3,0,0,1,0,0,0,0,0,0,0,0
Santini Quintanilla Pit,33607,Santini Quintanilla,Pittsburgh Pirates,3,2,1,7,0,7,0,3,0,0,0,0,11,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
John Letcher Los,15578,John Letcher,Los Angeles Dodgers,3,2,1,8,0,8,0,1,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
T.J. Nickerson Phi,26061,T.J. Nickerson,Philadelphia Phillies,3,3,0,7,1,6,0,0,0,0,0,0,9.1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
Harjap Agarwal Bos,17149,Harjap Agarwal,Boston Red Sox,3,4,0,8,0,8,0,1,0,0.1,0,0,9,0,0,1,1,2,2,0,0,0,0,0,0,0,0,0
Daniel Estrada Cin,31435,Daniel Estrada,Cincinnati Reds,3,2,1,9,0,9,0,0,0,0,0,0,9,0,0,1,1,0,0,0,0,0,0,2,0,0,0,0
Bienvenido Flores St.,11294,Bienvenido Flores,St. Louis Cardinals,3,1,1,9,1,8,0,2,0,0,0,0,9,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
A.J. Kingery Sea,28423,A.J. Kingery,Seattle Mariners,3,5,0,7,0,7,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Maxwell Maunu Hou,22928,Maxwell Maunu,Houston Astros,3,1,1,12,1,11,0,2,0,0,0,0,9,0,0,1,1,1,1,0,0,0,0,1,0,0,0,0
Jason Munro Mon,8237,Jason Munro,Montreal Expos,3,1,1,8,0,8,0,2,0,0,0,0,9,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
Ray Overholt Flo,26931,Ray Overholt,Florida Marlins,3,1,1,6,1,5,0,1,0,0,0,0,9,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
Slim Jim Painter Det,22214,Slim Jim Painter,Detroit Tigers,3,2,0,7,0,7,0,0,0,-0.1,0,0,9,0,0,2,2,0,0,1,0,0,0,0,0,0,0,0
J.C. Roberson Hou,21754,J.C. Roberson,Houston Astros,3,1,1,12,0,12,0,1,0,0,0,0,9,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
José Pérez Was,33931,José Pérez,Washington Nationals,3,1,0,12,0,12,0,2,0,0.3,0,0,8.1,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0
Marlon Hartrick Kan,15924,Marlon Hartrick,Kansas City Monarchs,3,3,0,5,0,5,0,1,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Hayden Stockler Los,24580,Hayden Stockler,Los Angeles Dodgers,3,1,1,8,0,8,0,0,0,0,0,0,8,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0
Ayden Easley Kan,29173,Ayden Easley,Kansas City Monarchs,3,3,0,5,0,5,0,0,0,0,0,0,7,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0
Edgar Imig Flo,22266,Edgar Imig,Florida Marlins,3,3,0,9,2,7,0,1,0,0.2,0,0,7,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0
Sampaio Aguiar Los,32204,Sampaio Aguiar,Los Angeles Dodgers,3,3,0,7,1,6,0,1,0,0,0,0,6.2,0,0,3,3,0,0,0,0,0,0,1,0,0,0,0
Ryder Azbell Bos,7760,Ryder Azbell,Boston Red Sox,3,2,0,7,1,6,0,1,0,0,0,0,6,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
Aiden Barrier Sea,26151,Aiden Barrier,Seattle Mariners,3,1,0,4,1,3,0,1,0,0.1,0,0,6,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
Trevor Zagalo Flo,14803,Trevor Zagalo,Florida Marlins,3,1,0,5,0,5,0,0,0,0,0,0,6,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
Brandon Lujano New,7506,Brandon Lujano,New York Mets,3,3,0,5,1,4,0,0,0,0.2,0,0,5.2,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0
Júnior Gallegos Mon,29676,Júnior Gallegos,Montreal Expos,3,3,0,3,0,3,0,2,0,0,0,0,5.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Yusel Loera New,7388,Yusel Loera,New York Mets,3,3,0,5,0,5,0,2,0,0.6,0,0,5,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
Elijah Marks Oak,16082,Elijah Marks,Oakland Athletics,3,1,0,4,0,4,0,0,0,0,0,0,5,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
Elijah Glickman New,32643,Elijah Glickman,New York Yankees,3,3,0,4,1,3,0,1,0,-0.3,0,0,4.2,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0
Carl Berggren Chi,28535,Carl Berggren,Chicago White Sox,3,3,0,3,0,3,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
David De Antonio Kan,23056,David De Antonio,Kansas City Royals,3,2,0,1,0,1,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Landon Derringer Col,26139,Landon Derringer,Colorado Rockies,3,1,0,3,0,3,0,1,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kieran Green Min,17262,Kieran Green,Minnesota Twins,3,3,0,6,0,6,0,1,0,-0.3,0,0,4,0,0,2,1,0,0,0,0,0,0,1,0,0,0,0
Stephen Poole San,37325,Stephen Poole,San Francisco Giants,3,1,0,3,0,3,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
J.J. Tinsley San,12812,J.J. Tinsley,San Diego Padres,3,2,0,3,0,3,0,0,0,-0.1,0,0,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Pancho De La Cruz San,34401,Pancho De La Cruz,San Francisco Giants,3,1,0,5,0,5,0,2,0,-0.2,0,0,3.2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Lucas Blaski Bos,22460,Lucas Blaski,Boston Red Sox,3,3,0,2,0,2,0,1,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Luke Falcon Los,29114,Luke Falcon,Los Angeles Dodgers,3,2,0,4,0,4,0,0,0,0,0,0,3,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
Russ Greene Cle,13537,Russ Greene,Cleveland Guardians,3,2,0,4,0,4,0,0,0,0,0,0,3,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
Michael Kinch San,23826,Michael Kinch,San Diego Padres,3,2,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tony Melendez Det,9007,Tony Melendez,Detroit Tigers,3,1,0,2,0,2,0,0,0,0,0,0,3,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
Kevin Gatti Atl,32776,Kevin Gatti,Atlanta Hammers,3,1,0,1,1,0,0,0,0,0,0,0,2,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
Isauro González San,25620,Isauro González,San Diego Padres,3,1,0,1,0,1,0,0,0,-0.1,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Jeremiah Hiltunen Kan,7161,Jeremiah Hiltunen,Kansas City Monarchs,3,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Yovanny Martínez Col,22949,Yovanny Martínez,Colorado Rockies,3,1,0,2,0,2,0,0,0,0,0,0,2,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
Leo Mendoza Mil,30400,Leo Mendoza,Milwaukee Brewers,3,1,0,2,0,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dylan O'Connor Oak,6044,Dylan O'Connor,Oakland Athletics,3,1,0,2,0,2,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Henri Pérez Bal,21769,Henri Pérez,Baltimore Orioles,3,1,0,2,0,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jajuan Pérez Flo,36145,Jajuan Pérez,Florida Marlins,3,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
José Pérez Ana,32513,José Pérez,Anaheim Angels,3,1,0,2,0,2,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Daniel Soliz Det,24811,Daniel Soliz,Detroit Tigers,3,1,0,2,0,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Brad Vaya Tor,41050,Brad Vaya,Toronto Blue Jays,3,2,0,4,0,4,0,0,0,0.3,0,0,2,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0
Barry Whitaker Cin,14801,Barry Whitaker,Cincinnati Reds,3,1,0,3,1,2,0,0,0,0,0,0,2,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0
Yavier Holguin Pit,25083,Yavier Holguin,Pittsburgh Pirates,3,1,0,2,1,1,0,0,0,0.2,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
Robert Meadows Bos,14633,Robert Meadows,Boston Red Sox,3,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
T.J. Mojarro Ana,29343,T.J. Mojarro,Anaheim Angels,3,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sonny Ortega Tex,31670,Sonny Ortega,Texas Rangers,3,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cory Peterson Sea,14764,Cory Peterson,Seattle Mariners,3,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ruben Picasso Was,35893,Ruben Picasso,Washington Nationals,3,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ignatius Sayers Mil,16945,Ignatius Sayers,Milwaukee Brewers,3,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Beau Alday Bal,13335,Beau Alday,Baltimore Orioles,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ethan Andersen Oak,26775,Ethan Andersen,Oakland Athletics,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dave Angulo Was,35093,Dave Angulo,Washington Nationals,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pablo Aragon Mil,24376,Pablo Aragon,Milwaukee Brewers,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Xander Berger Tor,18647,Xander Berger,Toronto Blue Jays,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Clay Block Atl,13974,Clay Block,Atlanta Hammers,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Brad Bowman Col,11425,Brad Bowman,Colorado Rockies,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Neil Brasie Oak,30274,Neil Brasie,Oakland Athletics,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mike Bruton Oak,8376,Mike Bruton,Oakland Athletics,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Paul Burdick Det,34908,Paul Burdick,Detroit Tigers,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Juan Calderon Cle,35904,Juan Calderon,Cleveland Guardians,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Augusto Cattaneo Chi,34966,Augusto Cattaneo,Chicago White Sox,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Wagner Cespedes New,32404,Wagner Cespedes,New York Yankees,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Noel Chambi Mil,26735,Noel Chambi,Milwaukee Brewers,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Hsieh Chiou Chi,40231,Hsieh Chiou,Chicago Cubs,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dwight Clagett Hou,25504,Dwight Clagett,Houston Astros,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jake Condado Hou,9210,Jake Condado,Houston Astros,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Todd Corbe Kan,37549,Todd Corbe,Kansas City Monarchs,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Axel Corum Cin,13319,Axel Corum,Cincinnati Reds,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Anthony Crook Flo,34037,Anthony Crook,Florida Marlins,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ruberto De Loera Atl,7639,Ruberto De Loera,Atlanta Hammers,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Aidan Dearing Tex,35088,Aidan Dearing,Texas Rangers,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lucas Echeveste Hou,34854,Lucas Echeveste,Houston Astros,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
