ID,RL,Name,First Name,Last Name,Mor,ORG,Lev,Age,EXP,OVR,POT,WE,INT,Type,STU,MOV,CON,PBABIP,HRR,STU P,MOV P,CON P,PBABIP P,HRR P,VELO,G,GS,W,L,IP,BF,AB,HA,1B,2B,3B,HR,R,ER,BB,IBB,K,HP,ERA,BABIP,WHIP,K/9,BB/9,HR/9,K/BB,K%-BB%,SH,SF,WP,BK,CI,DP,IR,IRS,PI,GB,FB,SB,CS,ERA+,FIP,FIP-,WAR
38258,SP,CHIEH-JUI CHU,CHIEH-JUI,CHU,,ATL,MLB,21,3,80,80,N,N,Normal,70,65,60,60,65,70,65,75,60,70,94-96,21,21,7,8,123.1,521,482,118,88,18,6,6,52,47,29,0,140,3,3.43,.327,1.19,10.2,2.1,0.4,4.8,21.3,1,6,4,0,0,4,0,0,1979,111,112,26,0,125,2.49,58,4.6
24307,SP,NOAH CLASSEN,NOAH,CLASSEN,,SD,MLB,29,10,39,39,N,L,Normal,50,50,45,55,50,50,50,45,55,50,94-96,19,19,5,9,98.1,440,398,119,75,30,1,13,63,58,35,0,89,4,5.31,.356,1.57,8.1,3.2,1.2,2.5,12.3,1,2,3,1,0,11,0,0,1645,74,116,10,0,79,4.44,105,1.0
20284,SP,CORNELIUS COBB,CORNELIUS,COBB,,PHI,MLB,38,19,45,45,N,N,Normal,45,50,60,55,50,45,50,60,55,50,95-97,21,21,8,4,105.1,449,410,106,67,23,5,11,48,48,33,0,90,5,4.10,.306,1.32,7.7,2.8,0.9,2.7,12.7,0,1,0,1,0,9,0,0,1681,96,116,18,2,103,4.08,96,1.6
32892,SP,MATÍAS COBOS,MATÍAS,COBOS,,TEX,MLB,22,3,51,60,H,N,Humble,45,55,55,50,60,50,55,55,50,60,89-91,19,19,6,4,109.2,466,427,110,77,18,2,13,48,47,30,1,97,4,3.86,.303,1.28,8.0,2.5,1.1,3.2,14.4,2,3,1,0,0,9,0,0,1661,117,103,12,2,109,4.02,95,1.7
2796,SP,YERDEL COBOS,YERDEL,COBOS,,PIT,MLB,33,17,47,47,L,N,Normal,50,55,55,55,50,50,55,55,55,50,95-97,20,20,7,8,112.0,479,439,115,73,17,3,22,66,66,38,0,113,0,5.30,.305,1.37,9.1,3.1,1.8,3.0,15.7,1,1,1,0,0,4,0,0,1841,80,132,15,3,82,4.90,112,0.8
8071,SP,JACK CRANDELL,JACK,CRANDELL,,PHI,MLB,33,17,46,46,N,N,Normal,45,55,50,50,55,45,55,50,50,55,94-96,17,17,4,4,88.2,399,346,101,69,22,3,7,48,46,42,0,70,6,4.67,.343,1.61,7.1,4.3,0.7,1.7,7.0,0,5,3,0,0,14,0,0,1488,93,84,10,2,91,4.42,104,1.0
15699,SP,JOSH CROSS,JOSH,CROSS,,LAD,MLB,29,11,43,43,N,N,Normal,50,50,55,55,45,50,50,55,55,45,94-96,4,4,2,2,21.0,89,85,23,12,4,0,7,15,15,4,0,22,0,6.43,.286,1.29,9.4,1.7,3.0,5.5,20.2,0,0,1,0,0,0,0,0,343,14,26,0,1,66,6.15,145,-0.2
26252,SP,HUNTER CUSHMAN,HUNTER,CUSHMAN,,CIN,MLB,35,17,41,41,N,L,Normal,45,50,60,50,50,45,50,60,50,50,93-95,21,21,4,4,99.2,442,403,115,74,23,1,17,60,57,30,0,83,5,5.15,.320,1.45,7.5,2.7,1.5,2.8,12.0,1,3,5,1,0,9,0,0,1587,107,98,21,1,85,4.95,113,0.7
34303,SP,NICK CUSSON,NICK,CUSSON,,CHC,MLB,24,3,62,62,H,N,Normal,50,55,60,55,55,50,55,60,55,55,94-96,22,22,4,9,118.1,489,447,111,71,25,5,10,56,53,38,1,100,3,4.03,.299,1.26,7.6,2.9,0.8,2.6,12.7,0,1,2,0,0,10,0,0,1853,117,117,19,4,108,3.77,86,2.4
39624,SP,HARRISON DADIAN,HARRISON,DADIAN,,WAS,MLB,26,7,40,42,H,N,Normal,50,50,50,50,50,50,50,50,50,55,94-96,27,7,1,2,55.1,255,224,73,52,16,1,4,32,31,26,0,45,2,5.04,.390,1.79,7.3,4.2,0.7,1.7,7.5,1,2,5,0,0,7,14,4,947,51,56,3,4,90,4.18,91,0.7
14864,SP,HANS DE STRADE,HANS,DE STRADE,,CLE,MLB,30,15,41,41,N,N,Normal,45,50,55,50,50,45,50,55,50,50,96-98,21,13,4,7,83.2,381,333,90,55,19,3,13,56,49,38,0,69,7,5.27,.304,1.53,7.4,4.1,1.4,1.8,8.1,1,2,4,1,0,7,4,1,1366,90,81,6,2,80,5.33,126,-0.1
26825,SP,ERNEST DEARMOND,ERNEST,DEARMOND,,KCR,MLB,31,12,38,38,H,H,Sparkplug,45,50,55,55,45,45,50,55,55,45,94-96,11,2,4,3,61.2,257,236,58,41,9,0,8,24,21,20,0,45,1,3.06,.273,1.26,6.6,2.9,1.2,2.2,9.7,0,0,2,0,0,6,8,3,901,50,81,7,3,141,4.59,106,0.2
9251,SP,OWEN DEROUIN,OWEN,DEROUIN,,TB,MLB,31,16,43,43,N,N,Normal,50,50,45,50,50,50,50,45,50,50,95-97,22,22,5,12,132.0,576,504,123,90,20,1,12,60,55,58,11,122,6,3.75,.295,1.37,8.3,4.0,0.8,2.1,11.1,2,6,7,1,0,8,0,0,2107,137,119,23,5,116,3.88,89,2.5
16013,SP,LOGAN DICKERSON,LOGAN,DICKERSON,,MON,MLB,31,15,49,49,N,N,Normal,45,55,60,55,50,45,55,60,55,50,97-99,20,19,7,7,108.0,469,422,108,65,25,2,16,60,58,37,0,96,8,4.83,.296,1.34,8.0,3.1,1.3,2.6,12.6,1,1,1,1,0,6,2,0,1688,102,114,10,3,89,4.74,110,0.9
37380,SP,DANNY DIDONATO,DANNY,DIDONATO,,SF,MLB,24,3,80,80,H,H,Normal,55,60,55,55,65,70,60,55,55,65,95-97,22,22,5,8,121.1,538,495,141,100,31,1,9,79,72,33,0,132,3,5.34,.370,1.43,9.8,2.4,0.7,4.0,18.4,3,3,2,1,1,4,0,0,1951,101,122,7,3,79,3.02,71,3.5
13218,SP,FRANK DIGGES,FRANK,DIGGES,,OAK,MLB,40,25,44,44,N,N,Normal,45,50,55,50,55,45,50,55,50,55,91-93,20,20,8,6,121.0,507,464,113,76,22,6,9,63,60,36,5,108,2,4.46,.295,1.23,8.0,2.7,0.7,3.0,14.2,0,5,4,0,0,8,0,0,1840,120,121,19,2,99,3.34,75,3.2
32569,SP,MICHAEL ENGBLOM,MICHAEL,ENGBLOM,,TOR,MLB,28,13,40,41,N,N,Normal,55,55,40,55,55,60,55,40,55,55,94-96,16,15,2,10,88.1,383,329,85,61,13,3,8,53,53,47,4,67,3,5.40,.298,1.49,6.8,4.8,0.8,1.4,5.2,0,4,2,2,0,9,1,1,1371,106,72,3,5,80,4.57,105,0.9
16548,SP,J.J. ENGLISH,J.J.,ENGLISH,,PIT,MLB,27,8,59,64,H,L,Normal,45,60,50,55,65,50,60,50,55,65,94-96,22,22,9,3,135.2,545,499,115,76,29,2,8,53,52,35,0,116,4,3.45,.282,1.11,7.7,2.3,0.5,3.3,14.9,2,5,5,0,0,13,0,0,2021,131,141,17,4,126,3.26,75,3.7
35017,SP,KEITH ERCAN,KEITH,ERCAN,,CWS,MLB,25,10,51,57,N,N,Normal,45,60,45,50,70,45,65,45,50,75,96-98,22,22,7,6,136.0,552,497,113,85,20,2,6,44,42,44,0,99,5,2.78,.270,1.15,6.6,2.9,0.4,2.2,10.0,1,5,9,0,0,10,0,0,2045,150,139,15,4,155,3.54,82,3.1
25436,SP,DAN ESQUIVEL,DAN,ESQUIVEL,,TB,MLB,25,11,41,41,H,N,Outspoken,50,50,50,55,45,50,50,50,55,45,96-98,14,14,5,0,76.1,325,289,67,39,12,3,13,39,37,28,1,72,6,4.36,.262,1.24,8.5,3.3,1.5,2.6,13.5,0,2,0,1,0,6,0,0,1221,65,84,10,1,99,4.97,114,0.5
26911,SP,RON ETKINS,RON,ETKINS,,FLA,MLB,26,8,42,43,H,L,Normal,45,50,50,50,50,45,50,55,50,50,96-98,20,20,6,7,120.2,506,450,113,74,14,4,21,69,63,46,0,115,4,4.70,.289,1.32,8.6,3.4,1.6,2.5,13.6,2,4,9,0,0,16,0,0,1892,122,102,4,4,90,4.94,116,0.6
41144,SP,SANTIAGO EZPARZA,SANTIAGO,EZPARZA,,SF,MLB,29,12,49,51,N,L,Normal,50,55,55,55,55,50,55,55,55,55,92-94,20,20,9,6,114.1,460,432,96,75,14,0,7,39,38,25,0,116,1,2.99,.287,1.06,9.1,2.0,0.6,4.6,19.8,1,1,2,1,0,6,0,0,1783,102,114,17,3,141,2.79,66,3.7
35475,SP,CARLOS FERNÁNDEZ,CARLOS,FERNÁNDEZ,,OAK,MLB,23,6,42,45,N,N,Normal,45,50,50,50,50,55,50,50,50,50,95-97,17,17,2,9,92.2,421,356,97,62,17,2,16,62,62,56,7,69,1,6.02,.292,1.65,6.7,5.4,1.6,1.2,3.1,2,6,2,1,0,6,0,0,1525,103,94,9,2,74,5.72,128,-0.1
36809,SP,EDUARDO FINO,EDUARDO,FINO,,SD,MLB,24,3,46,46,N,N,Normal,50,50,55,55,50,50,50,55,55,50,94-96,8,8,3,2,42.0,178,160,41,27,7,1,6,26,26,18,4,33,0,5.57,.289,1.40,7.1,3.9,1.3,1.8,8.4,0,0,2,0,0,6,0,0,662,41,45,3,1,76,4.63,109,0.4
16066,SP,ZACH FLOWERS,ZACH,FLOWERS,,WAS,MLB,34,19,46,46,H,N,Normal,50,55,55,55,55,50,55,55,55,55,94-96,19,3,9,1,89.2,376,344,89,59,14,1,15,43,43,23,0,89,7,4.32,.307,1.25,8.9,2.3,1.5,3.9,17.6,1,1,1,0,0,6,5,3,1415,78,89,6,4,105,4.54,99,0.6
19185,SP,PATTON FONTANEZ,PATTON,FONTANEZ,,STL,MLB,27,11,44,45,N,N,Normal,40,60,50,55,65,45,60,50,55,70,94-96,28,0,1,1,29.2,128,110,25,16,3,3,3,16,16,14,0,27,2,4.85,.272,1.31,8.2,4.2,0.9,1.9,10.2,1,1,0,0,0,2,11,0,458,35,25,2,0,96,4.46,95,0.2
6666,SP,FENY FRIAS,FENY,FRIAS,,KCM,MLB,35,19,41,41,L,N,Normal,45,55,45,50,55,45,55,45,50,55,94-96,5,5,1,1,26.2,117,102,29,22,4,2,1,17,16,11,0,23,1,5.40,.346,1.50,7.8,3.7,0.3,2.1,10.3,0,3,1,0,0,1,0,0,468,25,28,5,3,81,3.46,79,0.7
15573,SP,REX GALENSKI,REX,GALENSKI,,WAS,MLB,30,15,62,62,N,L,Normal,45,55,65,55,55,45,55,65,55,55,94-96,21,21,6,6,114.0,501,464,130,86,24,1,19,79,69,32,0,91,2,5.45,.311,1.42,7.2,2.5,1.5,2.8,11.8,0,3,4,0,0,7,0,0,1852,111,127,13,0,83,4.81,105,1.2
27924,SP,AIDEN GANTT,AIDEN,GANTT,,KCM,MLB,36,18,40,40,H,N,Normal,45,50,50,50,50,45,50,50,50,50,93-95,13,0,2,0,14.0,60,56,18,10,6,0,2,6,6,3,0,11,0,3.86,.364,1.50,7.1,1.9,1.3,3.7,13.3,0,1,1,0,0,3,10,3,231,17,11,1,0,113,4.27,98,0.1
40643,SP,HECTOR GARZA,HECTOR,GARZA,,KCM,MLB,21,3,46,46,N,N,Captain,55,50,50,55,50,55,50,50,55,50,91-93,5,0,0,0,10.0,40,38,11,7,3,0,1,6,6,2,0,9,0,5.40,.357,1.30,8.1,1.8,0.9,4.5,17.5,0,0,0,0,0,2,6,1,143,15,3,0,1,81,3.44,78,0.1
12854,SP,JAMES GASPARD,JAMES,GASPARD,,SD,MLB,29,14,49,50,N,N,Normal,50,55,65,55,50,50,55,65,55,50,94-96,21,21,5,11,131.2,590,535,150,93,38,0,19,83,81,45,3,105,5,5.54,.315,1.48,7.2,3.1,1.3,2.3,10.2,0,5,3,2,0,6,0,0,2162,131,147,23,4,76,4.70,111,1.0
34627,SP,PEPÉ GIAMPÀ,PEPÉ,GIAMPÀ,,NYM,MLB,21,5,74,78,H,L,Normal,45,60,55,55,70,50,60,55,55,70,94-96,20,20,7,8,117.2,480,444,102,61,25,6,10,51,48,31,0,96,2,3.67,.270,1.13,7.3,2.4,0.8,3.1,13.5,0,3,5,0,0,7,0,0,1760,123,124,19,3,127,3.66,78,2.9
30118,SP,JACK GIESE,JACK,GIESE,,SEA,MLB,27,8,60,66,N,N,Normal,40,60,65,55,60,50,60,65,55,60,94-96,21,21,6,6,111.1,495,452,130,82,22,3,23,71,67,37,0,77,4,5.42,.302,1.50,6.2,3.0,1.9,2.1,8.1,0,2,1,1,0,10,0,0,1825,115,128,8,3,81,5.75,131,-0.2
7314,SP,THURSTON GNAU,THURSTON,GNAU,,KCM,MLB,32,17,41,41,N,N,Normal,40,55,45,55,55,40,55,45,55,55,93-95,12,11,0,7,54.0,250,210,60,38,11,3,8,47,47,32,0,36,2,7.83,.304,1.70,6.0,5.3,1.3,1.1,1.6,1,5,4,0,0,4,1,0,944,61,58,13,2,56,5.83,133,-0.2
9885,SP,TIMOTHY GOINS,TIMOTHY,GOINS,,FLA,MLB,37,21,40,40,N,N,Normal,45,50,55,50,45,45,50,55,50,45,94-96,13,13,4,3,72.2,303,292,79,53,16,2,8,34,33,7,0,72,1,4.09,.332,1.18,8.9,0.9,1.0,10.3,21.5,1,2,0,0,0,2,0,0,1099,66,77,14,1,104,3.12,73,2.0
28907,SP,JOHN GUINN,JOHN,GUINN,,STL,MLB,33,15,49,49,L,H,Normal,50,55,55,55,55,50,55,55,55,55,92-94,21,21,8,7,114.1,472,435,105,68,19,2,16,47,46,32,0,96,1,3.62,.274,1.20,7.6,2.5,1.3,3.0,13.6,2,2,4,1,0,6,0,0,1722,121,113,5,5,128,4.35,93,1.9
14178,SP,WES HAJNA,WES,HAJNA,,HOU,MLB,36,20,60,60,N,N,Normal,60,60,50,60,60,60,60,50,60,60,94-96,22,22,9,5,119.0,512,443,108,78,20,1,9,48,48,54,0,115,12,3.63,.308,1.36,8.7,4.1,0.7,2.1,11.9,1,2,3,0,0,13,0,0,1920,104,117,8,5,122,4.06,91,2.1
26428,SP,RON HARMS,RON,HARMS,,ANA,MLB,35,16,65,65,N,N,Fan Fav,50,60,65,65,60,50,60,65,65,60,95-97,20,20,5,5,126.1,532,498,128,92,25,1,10,55,53,27,0,121,4,3.78,.320,1.23,8.6,1.9,0.7,4.5,17.7,0,2,3,0,1,7,0,0,1910,120,127,7,1,116,3.19,72,3.6
5681,SP,FELIPE HERNÁNDEZ,FELIPE,HERNÁNDEZ,,CHC,MLB,35,19,46,46,L,L,Unmotivated,45,50,65,50,50,45,50,65,50,50,92-94,20,19,6,6,108.0,459,428,110,74,18,0,18,55,52,27,0,100,2,4.33,.297,1.27,8.3,2.2,1.5,3.7,15.9,1,0,5,0,1,8,0,0,1690,99,115,16,1,101,4.47,102,1.3
16374,SP,FRASER HICKMAN,FRASER,HICKMAN,,KCM,MLB,30,15,41,41,N,N,Humble,45,55,40,50,60,45,55,40,50,60,92-94,6,6,1,1,30.1,134,114,26,13,6,1,6,17,17,18,0,25,1,5.04,.238,1.45,7.4,5.3,1.8,1.4,5.2,0,1,0,0,0,1,0,0,495,28,36,5,1,87,6.15,140,-0.2
20861,SP,OLIVER HINSON,OLIVER,HINSON,,ATL,MLB,34,16,50,50,H,N,Normal,50,55,55,55,50,50,55,55,55,50,93-95,20,20,3,7,114.1,484,448,111,65,21,1,24,61,52,30,0,106,1,4.09,.273,1.23,8.3,2.4,1.9,3.5,15.7,3,1,7,4,1,7,0,0,1808,103,125,12,1,104,5.03,117,0.5
23575,SP,V.J. HUNT,V.J.,HUNT,,BOS,MLB,29,10,38,39,H,N,Normal,50,50,45,50,45,55,50,45,50,45,93-95,18,15,1,8,84.2,382,329,89,59,17,0,13,53,53,43,0,84,5,5.63,.323,1.56,8.9,4.6,1.4,2.0,10.7,1,3,9,0,1,8,1,0,1499,73,84,10,4,76,5.06,117,0.3
9880,SP,GERARDO JARAMILLO,GERARDO,JARAMILLO,,SD,MLB,34,19,49,49,N,N,Normal,50,50,55,55,50,50,50,55,55,50,96-98,20,20,6,9,128.1,562,518,143,94,28,1,20,66,59,41,5,120,1,4.14,.325,1.43,8.4,2.9,1.4,2.9,14.1,1,1,9,0,0,8,0,0,2096,124,126,16,6,102,4.37,103,1.5
40671,SP,SALVADOR JIMÉNEZ,SALVADOR,JIMÉNEZ,,NYY,MLB,20,3,50,72,N,L,Normal,45,55,50,50,60,55,55,60,50,60,90-92,19,19,7,5,104.2,441,399,99,67,15,4,13,53,49,38,0,93,2,4.21,.293,1.31,8.0,3.3,1.1,2.4,12.5,1,1,3,1,0,9,0,0,1644,104,101,13,5,103,4.33,99,1.4
16890,SP,TANARD JOHNSTON,TANARD,JOHNSTON,,FLA,MLB,35,16,43,43,N,N,Selfish,45,50,55,50,50,45,50,55,50,50,93-95,20,20,5,7,101.0,473,430,135,88,27,1,19,83,76,33,0,86,5,6.77,.353,1.66,7.7,2.9,1.7,2.6,11.2,1,4,2,2,0,9,0,0,1710,108,97,13,3,63,5.22,122,0.2
32578,SP,JUSTUS JOYNER,JUSTUS,JOYNER,,BAL,MLB,28,13,39,40,N,N,Normal,65,50,50,60,45,75,50,50,60,45,95-97,22,22,8,7,120.2,516,480,129,76,20,2,31,75,69,23,0,136,9,5.15,.310,1.26,10.1,1.7,2.3,5.9,21.9,1,3,3,1,0,5,0,0,1917,88,125,4,2,86,5.23,117,0.6
6875,SP,JASON JUGO,JASON,JUGO,,STL,MLB,32,17,41,41,L,N,Disruptive,45,50,50,50,55,45,50,50,50,55,94-96,20,20,2,8,95.2,415,371,95,59,25,4,7,55,48,33,0,84,6,4.52,.311,1.34,7.9,3.1,0.7,2.5,12.3,2,3,3,2,0,8,0,0,1562,106,85,18,2,103,3.76,80,2.3
18756,SP,DUTCH KETRON,DUTCH,KETRON,,OAK,MLB,34,15,40,40,N,H,Normal,50,50,55,55,50,50,50,55,55,50,94-96,21,9,4,2,76.2,318,285,63,39,13,2,9,36,36,23,5,67,6,4.23,.255,1.12,7.9,2.7,1.1,2.9,13.8,1,3,3,0,0,6,6,3,1129,70,87,11,0,99,4.06,96,0.9
33091,SP,JOSEPH KILLMON,JOSEPH,KILLMON,,ARI,MLB,27,9,47,51,N,L,Outspoken,45,55,50,55,55,50,55,50,55,55,94-96,20,20,6,7,106.2,478,422,121,80,21,3,17,73,69,44,0,92,4,5.82,.324,1.55,7.8,3.7,1.4,2.1,10.0,0,8,4,1,0,12,0,0,1794,104,109,30,3,76,5.04,114,0.6
34513,SP,BRENT KINNEY,BRENT,KINNEY,,LAD,MLB,21,3,73,80,H,H,Normal,50,60,55,60,65,60,60,55,60,65,96-98,11,11,4,4,50.1,203,177,29,22,6,0,1,18,16,24,0,45,0,2.86,.211,1.05,8.0,4.3,0.2,1.9,10.3,0,2,3,0,0,5,0,0,821,56,46,8,0,148,3.25,76,1.3
6040,SP,HARVEY KNOPP,HARVEY,KNOPP,,MON,MLB,36,21,45,45,N,N,Normal,45,55,50,55,55,45,55,50,55,55,92-94,22,22,11,4,129.2,547,490,130,86,27,5,12,61,59,41,0,117,8,4.10,.320,1.32,8.1,2.8,0.8,2.9,13.9,0,8,3,1,0,13,0,0,2001,127,120,11,7,105,3.88,89,2.4
40069,SP,LANDRY KRAUS,LANDRY,KRAUS,,MIL,MLB,23,7,50,58,H,N,Normal,50,55,45,55,60,50,60,45,55,60,95-97,20,20,7,6,110.2,475,417,105,66,29,3,7,50,43,44,0,102,3,3.50,.308,1.35,8.3,3.6,0.6,2.3,12.2,1,10,3,0,0,12,0,0,1766,98,118,10,1,123,3.60,83,2.5
12615,SP,JULIUS LARMEE,JULIUS,LARMEE,,KCR,MLB,31,16,43,43,H,N,Fan Fav,45,50,50,50,55,45,50,50,50,55,97-99,20,20,6,8,115.1,481,438,108,67,25,2,14,53,52,33,0,90,6,4.06,.279,1.22,7.0,2.6,1.1,2.7,11.9,1,3,1,0,0,9,0,0,1776,110,131,16,4,106,4.38,101,1.4
24884,SP,FRANK LEGRANDE,FRANK,LEGRANDE,,CHC,MLB,34,16,46,46,N,N,Outspoken,45,55,55,50,60,45,55,55,50,60,93-95,28,5,3,3,55.0,237,212,59,37,13,0,9,31,30,19,2,47,2,4.91,.318,1.42,7.7,3.1,1.5,2.5,11.8,3,1,0,1,0,9,5,4,878,62,42,4,4,89,4.80,109,0.1
34424,SP,DOUG LEHMAN,DOUG,LEHMAN,,CLE,MLB,21,3,45,59,N,L,Normal,50,50,50,45,50,60,50,55,45,55,96-98,1,1,0,0,6.0,25,20,7,6,1,0,0,3,3,4,0,3,0,4.50,.412,1.83,4.5,6.0,0.0,0.8,-4.0,1,0,0,0,0,2,0,0,85,6,5,1,0,93,4.34,103,0.1
30975,SP,JOSÉ LEYVA,JOSÉ,LEYVA,,SEA,MLB,32,16,44,44,N,N,Normal,45,50,50,45,50,45,50,50,45,50,96-98,17,17,5,9,92.2,402,370,109,76,18,1,14,54,50,26,0,82,1,4.86,.344,1.46,8.0,2.5,1.4,3.2,13.9,3,2,4,2,0,9,0,0,1436,99,82,2,3,90,4.41,101,1.2
26399,SP,NATHAN LICONA JR.,NATHAN,LICONA JR.,,ARI,MLB,29,10,51,52,N,N,Normal,65,55,45,55,55,70,55,45,55,55,93-95,20,20,6,8,111.0,472,423,101,61,27,4,9,56,47,44,0,112,3,3.81,.303,1.31,9.1,3.6,0.7,2.5,14.4,0,2,7,1,0,7,0,0,1770,105,100,15,6,115,3.65,82,2.5
11504,SP,GENE LIGHT,GENE,LIGHT,,PHI,MLB,35,20,51,51,H,N,Selfish,50,55,60,55,55,50,55,60,55,55,96-98,22,22,9,5,120.0,490,454,109,75,18,5,11,48,40,27,0,108,4,3.00,.292,1.13,8.1,2.0,0.8,4.0,16.5,4,1,3,1,0,12,0,0,1793,112,118,5,6,141,3.51,83,2.7
25924,SP,EASTON LOTTS,EASTON,LOTTS,,SF,MLB,27,9,47,48,H,N,Normal,50,50,60,55,50,50,55,60,55,55,94-96,1,0,0,0,3.2,11,11,1,1,0,0,0,0,0,0,0,3,0,0.00,.125,0.27,7.4,0.0,0.0,0.0,27.3,0,0,1,0,0,0,1,0,38,4,3,0,1,999,1.71,40,0.1
14651,SP,ADRIAN LUFT,ADRIAN,LUFT,,SF,MLB,36,21,44,44,N,H,Normal,50,50,60,55,50,50,50,60,55,50,94-96,10,10,2,2,51.0,223,198,46,31,7,1,7,24,23,17,0,47,6,4.06,.271,1.24,8.3,3.0,1.2,2.8,13.5,2,0,4,0,0,3,0,0,819,36,67,6,0,104,4.64,109,0.4
7506,SP,BRANDON LUJANO,BRANDON,LUJANO,,CIN,MLB,31,16,50,50,N,L,Normal,60,55,35,60,55,60,55,35,60,55,94-96,22,22,7,7,109.1,492,426,116,70,26,3,17,64,62,53,1,113,5,5.10,.331,1.55,9.3,4.4,1.4,2.1,12.2,5,3,6,0,0,9,0,0,1868,88,114,3,4,86,4.86,111,0.8
32908,SP,JARED MALETT,JARED,MALETT,,TB,MLB,25,3,32,38,L,L,Unmotivated,45,55,30,55,55,50,55,30,55,60,93-95,13,13,3,5,59.1,292,245,75,62,7,1,5,49,47,43,4,41,3,7.13,.350,1.99,6.2,6.5,0.8,1.0,-0.7,0,1,2,0,0,7,0,0,1088,65,62,9,1,61,5.18,119,0.2
35891,SP,HECTOR MANDUJANO,HECTOR,MANDUJANO,,CLE,MLB,25,9,45,45,N,N,Normal,50,50,50,50,50,50,50,50,50,50,95-97,13,13,4,6,73.2,307,280,72,39,20,2,11,39,36,22,1,64,1,4.40,.293,1.28,7.8,2.7,1.3,2.9,13.7,1,3,1,1,0,10,0,0,1094,70,75,7,1,96,4.44,105,0.8
19640,SP,MIGUEL MARTE,MIGUEL,MARTE,,PIT,MLB,35,19,47,47,N,N,Normal,45,55,55,50,60,45,55,55,50,60,91-93,20,20,6,8,113.2,487,439,118,74,24,1,19,66,66,37,0,91,5,5.23,.296,1.36,7.2,2.9,1.5,2.5,11.1,1,5,3,1,0,7,0,0,1799,115,117,11,4,83,5.03,115,0.6
28740,SP,DIEGO MARTÍNEZ,DIEGO,MARTÍNEZ,,CWS,MLB,37,21,50,50,N,N,Normal,45,55,65,50,55,45,55,65,50,55,95-97,15,15,6,5,93.2,395,360,98,69,16,1,12,52,51,30,0,68,2,4.90,.305,1.37,6.5,2.9,1.2,2.3,9.6,1,2,4,1,0,13,0,0,1487,89,106,13,1,88,4.58,106,0.9
9257,SP,EDDIE MCCULLY,EDDIE,MCCULLY,,HOU,MLB,34,18,49,49,N,H,Normal,50,55,50,55,55,50,55,50,55,55,94-96,3,3,1,0,15.0,53,48,6,4,1,0,1,1,1,5,0,15,0,0.60,.156,0.73,9.0,3.0,0.6,3.0,18.9,0,0,0,0,0,3,0,0,190,13,14,1,0,740,3.21,72,0.4
25578,SP,FRANKLIN MCLAUGHLIN,FRANKLIN,MCLAUGHLIN,,KCM,MLB,28,10,41,43,L,L,Disruptive,50,55,45,55,55,50,55,45,55,60,94-96,18,18,2,8,90.1,417,362,104,67,22,4,11,65,63,43,0,76,4,6.28,.332,1.63,7.6,4.3,1.1,1.8,7.9,3,5,5,0,0,1,0,0,1512,91,98,9,4,70,4.81,109,0.8
41004,SP,SEAN MECHE,SEAN,MECHE,,KCM,MLB,20,2,62,74,H,N,Normal,45,55,60,55,60,50,55,70,55,60,90-92,17,17,7,5,102.1,419,382,88,53,23,4,8,41,40,33,0,87,1,3.52,.278,1.18,7.7,2.9,0.7,2.6,12.9,2,1,2,0,0,7,0,0,1526,105,101,9,3,124,3.66,83,2.3
38901,SP,BILL MICHELS,BILL,MICHELS,,DET,MLB,21,2,48,54,N,H,Normal,45,55,50,50,60,50,55,50,50,60,93-95,14,14,3,8,71.1,312,290,85,53,22,1,9,45,44,19,0,57,0,5.55,.338,1.46,7.2,2.4,1.1,3.0,12.2,2,1,4,0,0,2,0,0,1135,69,79,10,2,78,4.19,96,1.1
28626,SP,ALEC MILER,ALEC,MILER,,TB,MLB,26,8,38,40,N,N,Normal,45,50,55,55,45,55,50,60,55,45,93-95,19,0,3,0,25.1,106,95,20,14,1,1,4,10,9,8,2,22,3,3.20,.232,1.11,7.8,2.8,1.4,2.8,13.2,0,0,0,0,0,3,10,1,375,18,33,5,0,136,4.73,108,-0.0
24392,SP,DOUG MINARD,DOUG,MINARD,,TB,MLB,35,16,43,43,N,N,Normal,50,55,40,55,60,50,55,40,55,60,93-95,21,21,7,6,111.2,508,427,107,70,18,6,13,71,68,74,6,99,4,5.48,.296,1.62,8.0,6.0,1.0,1.3,4.9,0,3,7,0,0,8,0,0,1933,110,111,25,5,79,5.02,115,0.6
23859,SP,COY MOATS,COY,MOATS,,ATL,MLB,24,8,45,46,H,H,Normal,50,50,55,50,50,50,50,55,50,50,96-98,18,18,6,8,105.2,446,412,110,74,21,4,11,52,51,31,0,88,0,4.34,.314,1.33,7.5,2.6,0.9,2.8,12.8,1,2,4,0,0,11,0,0,1606,108,107,10,2,98,3.91,91,1.9
41149,SP,RUBEN MOJADO JR.,RUBEN,MOJADO JR.,,BOS,MLB,29,13,70,71,N,N,Normal,55,60,60,65,60,60,65,60,65,60,94-96,22,22,12,7,136.2,541,504,114,81,20,1,12,50,49,32,0,145,1,3.23,.291,1.07,9.5,2.1,0.8,4.5,20.9,1,3,6,0,0,11,0,0,2002,126,121,1,4,133,3.09,71,4.0
