ID,Name,First Name,Last Name,Mor,ORG,Lev,Age,EXP,OVR,POT,AD,WE,INT,CON,BABIP,GAP,POW,EYE,K's,HT P,CON P,GAP P,POW P,EYE P,K P,SPE,RUN,G,GS,PA,AB,H,1B,2B,3B,HR,RBI,R,BB,BB%,IBB,HP,SH,SF,CI,SO,SO%,GIDP,AVG,OBP,SLG,OPS+,BABIP,wRC+,WAR,PI/PA,SB,CS,BatR,UBR,BsR,ZR,EFF
27291,HYMAN JONES,HYMAN,JONES,,OAK,MLB,28,9,40,41,N,H,L,50,50,50,50,45,45,50,50,50,55,50,50,55,70,18,11,55,50,14,11,2,0,1,6,3,5,9.1,0,0,0,0,0,18,32.7,1,.280,.345,.380,94,.419,100,0.2,4.16,0,0,0.0,0.1,0.1,-0.2,1.023
33104,DENZELL MOORE,DENZELL,MOORE,,OAK,MLB,27,9,44,45,L,L,L,50,45,45,45,55,55,45,50,45,45,60,55,70,70,66,54,248,219,57,44,8,2,3,23,36,24,9.7,1,2,0,3,1,37,14.9,2,.260,.335,.356,88,.297,89,1.4,3.65,29,1,-3.0,1.4,6.8,2.1,1.039
17491,OSCAR PAMPOLDI,OSCAR,PAMPOLDI,,OAK,MLB,27,11,33,33,N,H,N,40,40,40,50,45,50,40,40,40,50,45,50,20,20,26,25,99,89,19,12,3,0,4,15,7,8,8.1,0,2,0,0,1,14,14.1,2,.213,.293,.382,78,.211,83,0.4,3.51,0,0,-2.0,0.3,0.3,-0.5,1.114
34553,CARLOS PRADO,CARLOS,PRADO,,OAK,MLB,28,11,48,53,N,N,N,50,50,50,60,45,50,55,60,50,60,45,60,35,40,93,82,376,348,93,60,10,0,23,53,44,20,5.3,4,2,0,6,0,96,25.5,7,.267,.306,.494,108,.298,106,0.4,3.54,0,0,3.0,-1.7,-1.7,-2.2,.902
36542,JEREMY PRITCHARD,JEREMY,PRITCHARD,,OAK,MLB,22,8,44,45,H,H,L,45,45,45,60,55,45,50,45,45,60,55,45,30,20,37,37,159,140,32,16,10,0,6,22,16,17,10.7,1,1,0,1,0,41,25.8,4,.229,.314,.429,96,.277,97,0.7,3.97,0,0,-0.4,-0.1,-0.1,2.0,1.045
28122,R.J. ROBERTS,R.J.,ROBERTS,,OAK,MLB,29,10,24,24,L,L,N,40,40,35,35,45,45,40,40,40,35,45,45,60,75,56,48,184,173,25,16,6,0,3,14,10,7,3.8,0,3,0,1,0,57,31.0,2,.145,.190,.231,12,.193,8,-1.0,3.61,0,0,-20.2,0.7,0.7,1.0,1.034
24811,DANIEL SOLIZ,DANIEL,SOLIZ,,OAK,MLB,24,7,48,48,N,H,N,55,55,55,55,45,50,55,55,55,55,45,50,40,40,87,86,376,341,107,66,25,1,15,48,49,29,7.7,2,5,0,1,0,68,18.1,12,.314,.375,.525,137,.355,142,2.5,3.73,0,0,19.0,0.3,0.3,-1.0,.974
33351,NÉMESIS ÁLVAREZ,NÉMESIS,ÁLVAREZ,,OAK,MLB,25,11,36,38,N,L,N,45,45,55,35,50,50,45,50,55,35,50,50,70,80,46,45,175,159,33,23,6,3,1,12,11,12,6.9,0,3,0,1,0,42,24.0,3,.208,.274,.302,54,.274,55,0.3,3.83,20,3,-9.2,0.1,2.9,2.7,1.032
33700,ZACH BRUBAKER,ZACH,BRUBAKER,,PHI,MLB,22,3,48,80,N,N,N,50,55,60,45,45,50,55,60,65,60,50,60,60,60,93,87,346,318,95,57,20,7,11,48,47,25,7.2,0,2,1,1,0,79,22.8,4,.299,.353,.509,139,.367,137,3.4,3.66,24,5,15.4,0.2,2.4,2.4,1.001
24662,VITO CEDEÑO,VITO,CEDEÑO,,PHI,MLB,23,7,69,80,H,H,N,55,45,50,60,60,75,50,65,50,60,60,75,45,55,95,93,400,349,88,48,20,1,19,48,62,42,10.5,3,6,0,3,0,38,9.5,12,.252,.340,.479,127,.234,122,2.4,3.69,11,3,10.7,1.4,1.3,3.7,1.031
35058,BERNARD COUDERC,BERNARD,COUDERC,,PHI,MLB,22,7,46,46,L,N,N,70,60,65,35,35,70,65,70,65,35,35,70,65,70,9,2,16,14,4,2,2,0,0,1,3,1,6.2,0,0,0,1,0,1,6.2,1,.286,.312,.429,106,.286,96,0.0,3.25,0,0,-0.1,0.3,0.3,-0.2,.000
31337,TADEO ESTEVEZ,TADEO,ESTEVEZ,,PHI,MLB,30,12,42,42,L,N,N,45,35,45,55,60,60,35,45,45,55,60,60,30,30,69,61,231,200,39,29,8,0,2,20,24,27,11.7,0,0,0,4,0,42,18.2,5,.195,.286,.265,57,.231,57,-0.1,3.88,0,1,-11.8,-1.6,-2.9,0.1,.557
29616,VICTOR GOSSELIN,VICTOR,GOSSELIN,,PHI,MLB,28,10,80,80,L,N,N,60,55,60,55,65,60,55,60,60,55,65,65,55,70,96,95,425,369,112,69,24,6,13,47,74,49,11.5,2,4,0,3,0,56,13.2,10,.304,.388,.507,150,.327,146,3.8,3.78,42,5,23.6,2.3,8.2,-1.7,.983
34041,ELIEZER GUILLEN,ELIEZER,GUILLEN,,PHI,MLB,22,6,44,45,H,N,N,45,50,50,55,40,40,50,50,50,55,40,45,55,70,20,12,50,48,11,9,2,0,0,0,5,1,2.0,0,1,0,0,0,21,42.0,0,.229,.260,.271,50,.407,46,-0.4,3.76,2,1,-3.2,-2.1,-2.2,-1.1,.929
14326,GARETH JONES,GARETH,JONES,,PHI,MLB,24,9,40,40,L,L,L,45,55,45,45,40,40,55,45,45,45,40,40,55,70,95,89,343,317,69,50,14,1,4,38,31,15,4.4,0,2,0,9,0,119,34.7,5,.218,.251,.306,56,.320,50,-0.3,3.85,21,7,-20.4,-0.2,0.5,2.4,1.011
6070,IAN KNERR,IAN,KNERR,,PHI,MLB,29,11,38,38,H,N,N,40,45,45,50,65,35,45,40,45,50,70,35,35,35,3,,3,3,1,0,1,0,0,0,1,0,0.0,0,0,0,0,0,0,0.0,0,.333,.333,.667,173,.333,169,0.0,2.67,0,0,0.3,0.0,0.0,0.0,.000
32706,MITCHEL LIBERTY,MITCHEL,LIBERTY,,PHI,MLB,29,13,37,38,H,H,N,40,45,40,40,50,40,45,40,45,40,55,40,70,65,60,25,115,108,15,13,2,0,0,6,16,4,3.5,0,1,0,2,0,40,34.8,3,.139,.174,.157,-6,.214,-12,-0.8,3.64,6,0,-15.5,0.3,1.5,0.6,1.099
23964,JORDI MARRERO,JORDI,MARRERO,,PHI,MLB,30,13,43,43,N,N,N,45,55,50,50,70,40,55,45,50,50,70,40,25,20,45,37,170,150,29,15,7,0,7,18,20,19,11.2,0,1,0,0,0,55,32.4,2,.193,.288,.380,86,.250,86,0.3,4.27,0,1,-2.8,0.4,-0.5,-1.1,.696
5900,ELIJAH MOORE,ELIJAH,MOORE,,PHI,MLB,24,9,59,59,N,N,N,65,55,60,45,40,70,55,65,60,50,40,70,65,80,94,93,365,350,117,81,23,2,11,58,47,10,2.7,5,0,0,5,0,34,9.3,5,.334,.348,.506,137,.342,127,3.1,3.14,41,11,11.8,1.2,4.3,1.6,1.023
26061,T.J. NICKERSON,T.J.,NICKERSON,,PHI,MLB,29,10,45,45,H,H,N,40,40,45,65,75,40,40,40,45,65,75,45,25,20,95,95,429,357,84,40,14,1,29,65,60,67,15.6,0,4,0,1,0,108,25.2,5,.235,.361,.524,146,.249,144,2.3,4.23,0,0,22.7,-3.3,-3.3,-0.4,.752
35780,GERARDO TEJEDA,GERARDO,TEJEDA,,PHI,MLB,22,6,49,49,N,N,N,60,50,60,50,35,70,50,60,60,50,35,70,65,75,81,57,266,260,88,54,27,2,5,35,31,4,1.5,1,0,1,2,0,32,12.0,5,.338,.346,.515,139,.369,133,2.6,3.28,26,7,10.8,-0.6,1.3,1.1,1.019
28817,MARTIN URREA,MARTIN,URREA,,PHI,MLB,25,11,48,49,L,N,N,50,50,50,50,45,50,50,50,50,50,45,50,25,25,93,90,347,319,77,53,18,1,5,38,22,23,6.6,0,4,0,1,0,98,28.2,6,.241,.300,.351,83,.332,81,0.7,3.90,0,1,-7.7,-0.3,-1.9,1.3,1.017
26924,ALEX ACOSTA,ALEX,ACOSTA,,PIT,MLB,35,17,47,47,N,N,N,45,40,60,60,55,50,40,45,60,60,55,50,20,20,12,8,40,38,9,3,5,0,1,5,4,2,5.0,0,0,0,0,0,6,15.0,1,.237,.275,.447,93,.258,92,-0.1,3.67,0,0,-0.4,-0.8,-0.8,-0.8,.926
32714,ROSARIO BARRIENTEZ,ROSARIO,BARRIENTEZ,,PIT,MLB,29,13,45,46,N,H,N,50,50,50,50,65,50,50,50,55,50,65,50,35,35,25,21,103,88,16,11,0,1,4,8,15,14,13.6,0,1,0,0,0,26,25.2,0,.182,.301,.341,75,.207,80,0.1,4.10,0,0,-2.4,0.1,0.1,1.5,1.071
16437,GABE DEROSIA,GABE,DEROSIA,,PIT,MLB,31,12,39,39,N,L,L,45,35,40,50,55,60,35,45,40,50,55,60,55,65,30,25,100,85,22,18,1,0,3,11,17,15,15.0,0,0,0,0,0,12,12.0,0,.259,.370,.376,105,.271,112,0.6,3.76,0,0,1.5,-0.1,-0.1,0.7,.975
9761,EMERSON GRAMMATICO,EMERSON,GRAMMATICO,,PIT,MLB,27,12,33,36,N,N,L,40,45,40,45,50,40,45,40,40,45,50,40,70,75,88,88,318,289,61,41,6,3,11,43,35,22,6.9,1,3,0,4,0,98,30.8,5,.211,.270,.367,72,.272,69,1.1,3.81,26,6,-11.5,-0.1,2.2,10.2,1.077
36618,KOLTEN GUEST,KOLTEN,GUEST,,PIT,MLB,22,3,45,74,H,N,H,55,55,55,45,45,50,55,55,55,60,50,55,60,45,54,54,230,206,51,36,12,0,3,19,20,17,7.4,1,2,0,5,0,48,20.9,4,.248,.304,.350,78,.300,76,-0.1,3.61,0,2,-6.5,0.7,-1.0,1.3,1.001
18352,BUTCH HART,BUTCH,HART,,PIT,MLB,23,8,41,41,H,H,N,45,45,45,40,50,45,45,45,45,40,50,45,55,75,88,88,339,305,64,40,13,5,6,35,33,29,8.6,0,1,0,4,0,93,27.4,4,.210,.277,.344,69,.276,68,0.7,3.94,0,0,-12.8,1.7,1.7,2.3,1.012
7997,JOHN HEAD,JOHN,HEAD,,PIT,MLB,31,15,45,45,N,H,N,45,40,40,55,60,60,40,45,40,55,60,60,45,40,19,16,75,67,13,7,3,0,3,8,8,8,10.7,0,0,0,0,0,13,17.3,2,.194,.280,.373,77,.196,78,-0.1,3.73,0,0,-1.9,0.2,0.2,-0.9,.932
25083,YAVIER HOLGUIN,YAVIER,HOLGUIN,,PIT,MLB,24,7,41,44,N,H,H,45,40,45,50,45,55,45,50,45,50,45,55,20,20,74,74,303,274,77,48,13,1,15,48,44,17,5.6,1,10,0,2,0,59,19.5,9,.281,.343,.500,127,.307,128,2.4,3.54,0,0,10.2,-1.3,-1.3,-2.9,.792
23052,ISAIAH HOLTZ,ISAIAH,HOLTZ,,PIT,MLB,29,10,46,47,L,N,N,55,50,55,45,45,60,50,55,55,50,55,60,80,80,91,90,387,362,98,59,25,3,11,53,53,19,4.9,1,3,0,3,1,59,15.2,6,.271,.310,.448,104,.295,103,2.3,3.54,45,5,1.4,-0.6,6.5,1.7,1.033
31965,LIAM MALLEN,LIAM,MALLEN,,PIT,MLB,28,9,48,48,H,H,N,50,50,55,55,65,45,55,50,55,55,65,45,45,60,81,78,346,288,71,45,20,1,5,34,37,53,15.3,1,2,0,3,0,93,26.9,6,.247,.364,.375,103,.342,107,0.6,4.19,0,0,3.2,-0.1,-0.1,0.0,.000
37237,D.J. PETERSEN,D.J.,PETERSEN,,PIT,MLB,23,7,44,45,N,N,H,55,50,45,50,45,60,50,55,45,50,45,60,35,30,41,29,139,132,38,20,9,1,8,27,23,6,4.3,0,0,0,1,0,12,8.6,6,.288,.317,.553,131,.265,132,0.9,3.53,0,0,5.4,0.6,0.6,-0.3,.975
36104,DANIEL SANTILLAN,DANIEL,SANTILLAN,,PIT,MLB,24,9,80,80,H,H,H,50,65,65,70,50,40,65,50,65,70,50,40,60,70,89,89,406,368,100,44,30,2,24,56,72,33,8.1,3,2,0,3,0,112,27.6,9,.272,.333,.560,138,.323,135,3.4,3.92,45,7,17.3,-0.9,5.3,-1.0,1.004
4227,BEN SHIFLEY,BEN,SHIFLEY,,PIT,MLB,27,8,48,53,N,H,H,45,50,60,60,50,45,50,45,65,65,55,45,45,60,66,44,213,187,47,23,10,1,13,36,30,24,11.3,0,0,0,2,0,57,26.8,1,.251,.333,.524,138,.286,133,0.9,3.89,0,1,8.7,0.1,-1.1,-1.6,.853
18812,GREG SHORE,GREG,SHORE,,PIT,MLB,28,10,44,45,N,H,N,50,45,45,55,45,50,50,50,45,55,50,50,25,20,41,36,146,131,31,19,5,0,7,19,18,12,8.2,0,1,0,2,0,33,22.6,9,.237,.301,.435,98,.258,98,0.5,3.70,0,0,-0.2,1.0,1.0,-1.5,.960
29273,MITCH SHURTER,MITCH,SHURTER,,PIT,MLB,27,9,34,39,N,N,L,45,40,50,45,50,50,45,45,50,50,60,50,45,45,11,6,27,23,7,6,0,0,1,3,3,3,11.1,0,1,0,0,0,5,18.5,0,.304,.407,.435,131,.353,139,0.2,4.11,0,0,1.3,0.1,0.1,-0.3,.964
12082,HENRY SLAUGHTER,HENRY,SLAUGHTER,,PIT,MLB,30,15,41,41,H,H,N,40,45,40,50,65,40,45,40,40,50,65,40,30,35,76,76,324,277,62,44,11,0,7,36,33,44,13.6,0,0,1,3,0,94,29.0,6,.224,.327,.339,83,.307,87,1.1,4.22,0,0,-4.8,-2.5,-2.5,6.0,1.088
24430,FELIPE BARRETO,FELIPE,BARRETO,,SD,MLB,25,7,43,43,H,N,L,50,55,45,55,50,45,55,50,45,55,50,45,35,35,96,62,280,241,52,33,11,2,6,20,21,32,11.4,0,4,0,3,0,84,30.0,3,.216,.314,.353,88,.299,88,0.0,4.12,1,0,-3.9,0.5,-0.2,-2.7,.958
19739,AXEL DE LOS SANTOS,AXEL,DE LOS SANTOS,,SD,MLB,23,8,34,40,H,H,L,45,45,50,45,45,45,50,50,50,45,45,45,55,70,96,92,305,286,49,36,2,1,10,28,28,14,4.6,0,2,10,3,0,71,23.3,4,.171,.213,.290,40,.188,35,-0.3,3.73,10,1,-23.7,1.5,2.7,5.8,1.055
28866,JOSÉ FIGUEROA,JOSÉ,FIGUEROA,,SD,MLB,25,11,49,53,H,N,H,45,55,45,60,60,40,60,45,45,60,60,40,35,50,89,78,322,286,72,43,16,1,12,36,42,28,8.7,0,5,0,3,0,123,38.2,4,.252,.326,.441,114,.390,112,0.2,4.03,1,0,4.7,-1.6,-2.4,-7.9,.838
36631,BEN FREUDENBERG,BEN,FREUDENBERG,,SD,MLB,27,8,47,47,L,N,H,45,50,50,55,70,45,50,50,50,55,70,45,40,55,83,45,224,197,47,35,7,0,5,19,27,25,11.2,1,0,0,2,0,65,29.0,1,.239,.321,.350,90,.326,87,-0.3,4.07,3,2,-3.2,-1.3,-2.4,-1.4,.956
5984,KYAN GUZMAN,KYAN,GUZMAN,,SD,MLB,24,9,34,34,H,H,N,50,45,40,35,45,55,45,50,40,35,45,55,45,50,91,89,321,306,68,44,17,3,4,28,24,10,3.1,0,2,17,3,0,61,19.0,9,.222,.249,.337,63,.262,57,-0.7,3.59,4,3,-16.2,-0.6,-1.9,-3.8,.987
33936,ERICK HARO,ERICK,HARO,,SD,MLB,30,12,46,46,N,N,N,50,45,50,40,65,60,45,50,50,40,65,60,70,75,93,85,381,327,70,53,12,1,4,23,43,50,13.1,3,3,0,1,0,63,16.5,3,.214,.323,.294,76,.253,75,-0.1,3.85,18,5,-11.0,-0.1,0.3,-2.9,.983
13843,WILLIAM JONES,WILLIAM,JONES,,SD,MLB,26,11,36,37,N,N,L,45,40,40,45,45,55,40,45,40,45,45,55,60,70,81,77,278,261,57,47,4,0,6,29,20,14,5.0,0,0,0,3,0,49,17.6,6,.218,.255,.303,57,.244,52,0.4,3.50,13,6,-15.7,0.5,-0.2,0.4,1.072
24788,ISAIAH ROBERTS,ISAIAH,ROBERTS,,SD,MLB,29,10,41,41,N,N,N,45,50,55,50,40,45,50,50,60,50,45,45,60,65,84,58,257,243,44,30,9,1,4,17,16,12,4.7,0,1,0,1,0,66,25.7,5,.181,.222,.276,39,.230,34,-1.4,3.61,7,6,-20.1,1.4,-0.5,-1.1,1.001
30217,PETE SMYRL,PETE,SMYRL,,SD,MLB,27,9,36,38,L,N,L,45,40,45,45,65,55,40,45,50,50,70,60,40,45,33,7,40,33,4,3,1,0,0,2,3,7,17.5,0,0,0,0,0,8,20.0,0,.121,.275,.152,25,.160,34,-0.3,3.85,0,0,-3.1,-0.0,-0.0,-1.2,.951
35024,ETHAN STALLWORTH,ETHAN,STALLWORTH,,SD,MLB,25,10,47,47,H,H,N,50,45,50,40,45,55,45,50,55,40,50,55,45,45,96,91,333,299,69,53,11,0,5,27,28,27,8.1,0,1,7,6,0,57,17.1,9,.231,.291,.318,72,.263,69,0.6,3.67,6,3,-12.0,-3.3,-4.4,7.3,1.059
12812,J.J. TINSLEY,J.J.,TINSLEY,,SD,MLB,27,11,34,35,N,N,N,40,40,40,50,50,50,40,45,40,50,55,50,35,40,42,22,102,90,17,12,2,0,3,10,9,10,9.8,0,0,1,2,0,23,22.5,1,.189,.265,.311,62,.212,59,0.0,3.74,0,0,-4.9,0.3,0.3,0.2,.970
29977,CALLUM WHITENER,CALLUM,WHITENER,,SD,MLB,28,9,46,47,H,H,H,60,60,55,50,45,55,60,60,55,50,45,55,45,55,81,77,314,287,83,51,19,0,13,53,32,22,7.0,1,4,0,1,0,66,21.0,7,.289,.347,.491,133,.335,130,1.5,3.60,4,1,11.4,-0.7,-1.3,-3.0,.949
17132,STEVE WOLFARTH,STEVE,WOLFARTH,,SD,MLB,26,11,34,42,N,N,N,45,45,40,50,55,45,45,45,40,55,70,50,25,20,82,66,263,237,61,47,5,0,9,22,31,25,9.5,0,1,0,0,0,59,22.4,4,.257,.331,.392,103,.308,103,0.5,3.83,0,0,1.2,0.6,0.6,-8.0,.922
3931,JOHNNY ZIEMER,JOHNNY,ZIEMER,,SD,MLB,27,12,48,73,N,N,N,55,50,45,55,50,60,65,65,45,65,60,60,30,25,66,42,184,159,45,35,7,0,3,18,13,21,11.4,1,0,1,4,0,34,18.5,3,.283,.359,.384,110,.333,106,-0.0,3.92,1,1,1.5,-3.0,-4.0,0.1,1.003
36279,BONES ANDRESS,BONES,ANDRESS,,SEA,MLB,21,3,48,49,N,N,H,55,50,50,45,45,60,50,55,50,50,45,60,35,20,88,88,338,305,82,56,18,1,7,35,30,28,8.3,4,3,0,2,0,60,17.8,11,.269,.334,.403,99,.312,97,0.1,3.65,0,1,-1.1,-1.1,-2.7,-10.8,.904
26151,AIDEN BARRIER,AIDEN,BARRIER,,SEA,MLB,28,9,47,57,L,L,L,40,50,60,60,50,35,70,55,65,60,70,45,65,65,53,42,189,175,36,22,5,1,8,24,30,11,5.8,0,3,0,0,0,62,32.8,0,.206,.265,.383,73,.267,74,-0.2,3.94,3,1,-5.9,-0.1,-0.3,-1.0,.970
27873,RAMIN BENT,RAMIN,BENT,,SEA,MLB,26,8,41,43,N,L,N,55,45,55,50,40,65,50,55,55,50,40,65,20,20,72,68,289,279,88,61,17,1,9,47,35,6,2.1,0,0,0,4,1,48,16.6,9,.315,.325,.480,115,.350,116,0.5,3.35,1,0,5.6,0.7,0.0,-8.5,.846
18386,MILES CZARNOWSKI,MILES,CZARNOWSKI,,SEA,MLB,26,11,40,41,L,N,N,45,45,55,35,45,50,45,45,55,35,45,50,60,75,89,88,318,292,69,51,12,3,3,27,36,20,6.3,0,4,12,2,0,68,21.4,4,.236,.292,.329,69,.296,69,0.5,3.51,0,1,-11.4,-1.8,-3.3,6.9,1.049
22927,LUÍS DÍAZ,LUÍS,DÍAZ,,SEA,MLB,24,7,48,48,N,N,N,45,50,45,55,75,40,50,45,45,55,75,45,20,25,61,42,197,158,38,20,4,0,14,35,29,36,18.3,0,2,0,1,0,49,24.9,5,.241,.386,.532,146,.250,151,1.1,3.97,0,0,12.0,-2.3,-2.3,-1.7,.926
14794,QUENTIN KETRON,QUENTIN,KETRON,,SEA,MLB,32,12,48,48,N,N,N,50,45,55,60,35,55,45,50,55,60,35,55,45,50,80,71,308,299,82,50,19,1,12,43,37,5,1.6,1,1,0,3,0,55,17.9,4,.274,.286,.465,99,.298,97,0.3,3.26,0,0,-0.9,1.0,1.0,-2.3,.993
34977,BOJI MCMAHON,BOJI,MCMAHON,,SEA,MLB,25,10,36,42,N,N,N,35,35,40,55,65,40,45,45,40,55,70,40,25,20,38,32,128,111,26,16,2,0,8,15,22,17,13.3,0,0,0,0,0,44,34.4,1,.234,.336,.468,115,.305,120,0.3,4.16,1,0,3.1,0.5,0.3,-4.5,.891
37017,THOMAS NISSEN,THOMAS,NISSEN,,SEA,MLB,22,7,67,77,N,H,N,60,65,60,55,50,50,65,65,60,55,50,55,65,65,87,79,368,343,101,53,26,3,19,55,60,20,5.4,1,4,0,1,0,71,19.3,9,.294,.340,.554,136,.323,139,2.9,3.68,8,2,17.4,3.5,3.3,0.1,.980
34448,JUAN RAUDA,JUAN,RAUDA,,SEA,MLB,27,11,46,47,N,H,N,50,50,50,50,60,55,50,50,50,50,70,55,55,50,78,70,311,274,64,40,14,1,9,25,36,26,8.4,0,10,1,1,0,49,15.8,6,.234,.322,.391,92,.253,97,0.1,3.75,0,2,-1.1,-1.9,-3.9,-0.9,.967
34484,PETE RUNDE,PETE,RUNDE,,SEA,MLB,27,11,35,40,H,H,N,40,35,45,55,50,45,40,45,50,60,65,55,30,40,52,51,216,196,49,30,5,1,13,31,30,19,8.8,0,1,0,0,0,53,24.5,2,.250,.319,.485,114,.277,117,1.8,3.69,0,0,4.6,-0.8,-0.8,0.3,.975
30613,ALAN SALERNO,ALAN,SALERNO,,SEA,MLB,28,9,75,80,H,N,N,65,50,45,55,75,75,50,65,45,65,75,75,20,20,92,90,427,369,114,82,15,0,17,45,58,55,12.9,8,1,0,2,0,47,11.0,7,.309,.398,.488,139,.316,136,2.0,3.89,0,1,18.8,-9.5,-11.7,-1.4,.997
29871,ELIAS SNYDER,ELIAS,SNYDER,,SEA,MLB,31,13,46,46,N,N,N,50,60,45,50,55,45,60,50,45,50,55,45,35,35,91,88,390,346,94,68,17,2,7,52,38,37,9.5,0,3,0,4,0,112,28.7,13,.272,.344,.393,100,.377,103,0.6,3.89,1,2,1.7,-0.5,-2.7,-8.1,.945
35822,MAX VAUGAN,MAX,VAUGAN,,SEA,MLB,27,9,36,37,N,N,N,45,40,45,50,40,55,45,45,45,50,45,55,30,35,49,48,195,183,36,31,3,0,2,13,18,10,5.1,0,0,1,2,0,38,19.5,6,.197,.236,.246,32,.234,28,-0.7,3.57,0,0,-16.6,0.2,0.2,-0.8,.975
14700,ROB BABANGIDA,ROB,BABANGIDA,,SF,MLB,34,19,26,26,H,H,N,35,35,35,30,55,35,35,35,35,30,55,35,50,55,45,19,75,67,10,9,1,0,0,6,2,7,9.3,0,0,0,1,0,23,30.7,3,.149,.227,.164,13,.222,12,-0.6,3.80,2,1,-7.9,-0.5,-0.8,-0.7,.977
37188,EUGENE BLUMER,EUGENE,BLUMER,,SF,MLB,23,7,44,45,N,N,H,65,65,65,35,40,55,65,65,65,35,40,60,70,75,67,67,298,284,70,48,13,4,5,30,40,8,2.7,0,2,0,4,0,53,17.8,4,.246,.268,.373,78,.283,72,-0.0,3.38,22,6,-9.7,1.4,2.9,-3.7,.963
34854,LUCAS ECHEVESTE,LUCAS,ECHEVESTE,,SF,MLB,25,10,33,36,H,H,N,50,45,45,35,35,55,45,50,45,35,35,55,65,75,92,92,320,309,61,43,13,3,2,30,26,6,1.9,0,1,1,4,0,51,15.9,4,.197,.212,.278,37,.227,29,-0.2,3.40,20,3,-27.1,1.2,3.8,9.3,1.037
15319,FEDERICO GARCÍA,FEDERICO,GARCÍA,,SF,MLB,21,5,54,54,H,H,H,45,50,45,60,45,45,50,45,45,60,45,45,20,20,77,73,305,271,66,43,9,1,13,42,34,22,7.2,1,6,0,6,0,81,26.6,5,.244,.308,.428,105,.290,100,1.8,3.89,1,1,0.0,-1.1,-2.3,0.5,.975
15423,REID KLUG,REID,KLUG,,SF,MLB,31,15,51,51,N,H,H,65,60,55,40,50,60,60,65,55,40,50,60,80,80,94,81,381,345,90,60,22,8,0,21,53,30,7.9,2,3,0,3,0,44,11.5,3,.261,.323,.371,95,.296,90,1.2,3.66,60,7,-4.2,1.8,11.4,0.1,.991
16648,MYLES LIGON,MYLES,LIGON,,SF,MLB,23,8,39,42,N,N,H,45,45,55,40,40,50,45,50,55,40,40,50,55,75,33,15,75,72,16,11,4,0,1,7,6,3,4.0,0,0,0,0,0,18,24.0,0,.222,.253,.319,60,.283,55,-0.1,3.56,4,2,-4.0,0.1,-0.1,-0.3,.987
37657,MARIUS LOOMER,MARIUS,LOOMER,,SF,MLB,23,7,42,47,H,N,L,45,50,45,55,50,45,50,55,45,55,50,55,20,25,41,26,120,106,26,15,4,1,6,23,13,9,7.5,0,3,0,2,0,29,24.2,6,.245,.317,.472,118,.274,115,0.6,3.65,0,0,2.2,-0.1,-0.1,-1.0,.975
17314,SKIP MAYBERRY,SKIP,MAYBERRY,,SF,MLB,25,7,80,80,H,H,N,60,55,55,65,55,55,55,60,55,65,55,55,30,35,83,83,352,314,100,56,22,0,22,64,57,31,8.8,2,2,0,5,0,59,16.8,6,.318,.378,.599,170,.328,163,2.2,3.76,1,1,26.7,-2.2,-3.7,-6.6,.903
24854,SIDNEY MOHN,SIDNEY,MOHN,,SF,MLB,26,8,42,43,N,N,N,50,50,50,50,45,45,50,50,55,50,45,45,50,65,72,58,233,217,47,33,9,0,5,21,20,10,4.3,1,5,0,1,0,63,27.0,4,.217,.266,.327,66,.280,61,-0.0,3.78,9,2,-10.7,0.4,0.9,4.2,1.080
33498,MARCO MONROY,MARCO,MONROY,,SF,MLB,25,9,44,47,H,H,N,55,65,60,45,40,45,65,60,60,50,40,50,75,80,78,33,183,173,45,30,13,2,0,16,19,9,4.9,1,0,0,1,0,40,21.9,1,.260,.295,.358,83,.336,76,-0.1,3.72,8,2,-5.1,0.3,0.7,-0.9,.955
37325,STEPHEN POOLE,STEPHEN,POOLE,,SF,MLB,22,7,40,40,N,N,N,70,65,50,30,35,70,65,70,50,30,35,70,25,25,5,4,16,14,7,7,0,0,0,4,3,1,6.2,0,0,0,1,0,1,6.2,0,.500,.500,.500,183,.500,180,0.0,3.25,0,0,1.5,-0.6,-0.6,-0.9,.951
17292,NOAH STEPHENS,NOAH,STEPHENS,,SF,MLB,26,7,67,75,N,H,N,60,55,55,55,60,60,60,65,55,55,60,65,40,50,92,87,380,329,96,65,20,1,10,43,52,49,12.9,1,1,0,1,0,60,15.8,6,.292,.384,.450,134,.331,134,1.6,3.76,3,1,15.6,-2.8,-4.1,-4.6,.971
36884,GIOVANNI SÉCI,GIOVANNI,SÉCI,,SF,MLB,22,3,30,43,N,N,H,40,35,40,45,40,40,40,45,45,50,45,50,55,40,80,79,241,226,38,30,3,0,5,15,22,11,4.6,0,3,3,1,0,86,35.7,3,.168,.216,.248,30,.243,26,-0.2,3.95,1,0,-21.2,0.7,0.3,7.8,1.070
13137,JOEL VANDER MAY,JOEL,VANDER MAY,,SF,MLB,24,9,40,40,N,H,N,55,55,45,45,50,50,55,55,45,45,50,50,55,75,21,21,84,68,12,9,1,1,1,9,6,12,14.3,0,1,0,3,0,16,19.0,0,.176,.298,.265,60,.204,62,-0.0,3.55,2,1,-3.8,0.5,0.2,-0.0,1.008
