ID,RL,Name,Mor,ORG,Lev,Age,EXP,OVR,POT,WE,INT,Type,STU,MOV,CON,PBABIP,HRR,STU P,MOV P,CON P,PBABIP P,HRR P,VELO,G,GS,W,L,IP,BF,AB,HA,1B,2B,3B,HR,R,ER,BB,IBB,K,HP,ERA,BABIP,WHIP,K/9,BB/9,HR/9,K/BB,K%-BB%,SH,SF,WP,BK,CI,DP,IR,IRS,PI,GB,FB,SB,CS,ERA+,FIP,FIP-,WAR
129215,SP,PHIL DURÁN,,SF,MLB,32,17,,,N,N,Normal,45,55,60,55,55,45,55,60,55,55,91-93,33,33,9,12,183.0,779,701,170,104,36,3,27,92,85,60,1,123,10,4.18,.256,1.26,6.0,3.0,1.3,2.0,8.1,0,8,7,1,0,11,0,0,2876,185,223,18,1,106,4.57,103,2.1
122836,SP,FRANK EDLEFSE,,STL,MLB,37,21,,,L,L,Disruptive,45,60,70,60,65,45,60,70,60,65,94-96,33,33,12,11,200.2,824,763,184,134,34,1,15,86,80,45,0,97,4,3.59,.256,1.14,4.4,2.0,0.7,2.2,6.3,1,9,4,1,2,14,0,0,2927,213,271,41,3,123,3.60,81,4.7
130160,SP,TREVOR ELST,,NYM,MLB,26,9,,,H,N,Normal,50,60,50,60,65,55,60,50,60,65,94-96,32,32,5,12,173.2,751,648,158,111,33,3,11,73,70,83,0,117,11,3.63,.278,1.39,6.1,4.3,0.6,1.4,4.5,1,8,6,2,0,16,0,0,2816,201,177,22,4,119,3.96,91,3.0
119899,SP,DARREL ENGLISH,,CLE,MLB,23,8,,,N,H,Normal,60,60,45,60,60,60,60,45,60,60,96-98,21,21,2,10,106.0,455,404,98,74,11,2,11,53,49,48,3,79,2,4.16,.277,1.38,6.7,4.1,0.9,1.6,6.8,1,0,3,0,0,13,0,0,1661,112,111,27,1,106,4.05,92,1.9
129379,SP,JÚLIO FAJARDO,,KC,MLB,26,6,,,H,N,Fan Fav,50,70,70,65,70,50,70,70,65,70,91-93,33,33,12,5,204.1,849,782,193,142,35,2,14,84,77,52,0,138,5,3.39,.280,1.20,6.1,2.3,0.6,2.7,10.1,0,10,6,0,0,16,0,0,3121,197,254,20,4,134,3.24,71,6.0
129851,SP,VIC FARMER,,NYM,MLB,23,6,,,N,H,Normal,50,65,65,60,70,50,65,65,60,70,94-96,36,36,10,17,186.2,786,719,172,107,36,2,27,99,88,55,0,132,7,4.24,.257,1.22,6.4,2.7,1.3,2.4,9.8,1,4,5,0,0,11,0,0,2823,212,199,16,5,101,4.33,100,2.4
117663,SP,NORM FAUCETT,,COL,MLB,32,16,,,H,N,Fan Fav,55,55,70,55,50,55,55,70,55,50,93-95,32,32,12,10,166.0,696,637,156,86,34,2,34,100,90,47,0,131,6,4.88,.255,1.22,7.1,2.5,1.8,2.8,12.1,0,6,6,0,0,13,0,0,2631,166,183,6,2,98,4.91,102,2.0
135233,SP,BRANDON FERGUSON,,TBA,MLB,26,11,,,N,N,Normal,70,65,65,70,60,75,65,65,70,65,98-100,33,33,17,5,185.2,748,695,159,115,24,2,18,67,66,39,1,152,8,3.20,.267,1.07,7.4,1.9,0.9,3.9,15.1,2,4,7,1,0,12,0,0,2759,171,213,13,6,138,3.23,73,5.2
129788,SP,STEVEN FERRELL,,ARI,MLB,28,7,,,N,N,Outspoken,50,45,50,55,40,50,45,50,55,40,93-95,33,22,3,12,130.0,571,507,141,87,19,2,33,104,97,45,2,99,9,6.72,.282,1.43,6.9,3.1,2.3,2.2,9.5,1,8,5,0,1,15,6,2,2155,117,155,5,2,67,5.84,128,-0.3
132897,SP,JOSH FERRIS,,ATL,MLB,28,13,,,H,N,Fan Fav,50,55,65,55,50,50,55,65,55,50,92-94,33,33,12,10,181.2,791,723,194,131,33,3,27,116,102,51,0,125,7,5.05,.289,1.35,6.2,2.5,1.3,2.5,9.4,3,7,11,0,0,7,0,0,2931,172,230,13,7,88,4.38,97,2.6
121231,SP,ED FOX,,LAD,MLB,24,9,,,L,N,Normal,60,65,60,60,65,65,65,60,60,65,95-97,32,32,17,8,173.0,713,625,127,89,26,0,12,60,52,74,0,135,12,2.71,.240,1.16,7.0,3.8,0.6,1.8,8.6,0,2,6,1,0,19,0,0,2703,166,192,18,2,165,3.70,82,3.9
128932,SP,NATHAN FRANCO,,LAD,MLB,26,6,,,N,N,Selfish,50,65,70,55,70,50,65,70,55,70,92-94,33,33,12,10,211.1,868,789,174,124,34,2,14,76,75,66,1,127,7,3.19,.245,1.14,5.4,2.8,0.6,1.9,7.0,2,4,7,1,0,20,0,0,3043,220,259,18,2,140,3.55,79,5.2
125573,SP,TOM FRANKLIN,,CLE,MLB,22,7,,,N,L,Normal,70,60,70,60,55,70,60,70,60,55,96-98,33,33,9,9,195.0,804,734,166,112,28,1,25,79,71,57,0,159,3,3.28,.254,1.14,7.3,2.6,1.2,2.8,12.7,5,5,7,2,0,16,0,0,3012,200,208,8,2,134,3.82,86,4.0
126067,SP,RUSSELL FROST,,LAA,MLB,22,6,,,H,N,Normal,55,55,65,55,55,55,55,65,55,55,96-98,28,28,6,8,146.1,607,556,138,76,30,1,31,77,76,42,0,96,4,4.67,.247,1.23,5.9,2.6,1.9,2.3,8.9,0,5,5,1,0,12,0,0,2241,148,178,9,1,98,5.25,114,0.9
133174,SP,GEORGE GARCÍA,,VAN,MLB,22,5,,,N,N,Normal,65,65,65,60,65,65,65,65,60,70,94-96,35,35,11,7,212.0,896,799,187,128,33,3,23,90,88,83,0,182,6,3.74,.274,1.27,7.7,3.5,1.0,2.2,11.0,3,5,9,4,0,11,0,0,3390,213,213,7,10,122,3.82,83,4.7
132802,SP,CHET GILLIAM,,SD,MLB,28,13,,,N,L,Normal,45,55,50,55,60,50,60,50,55,65,94-96,34,34,12,9,197.0,810,727,161,111,31,2,17,83,77,73,0,125,5,3.52,.245,1.19,5.7,3.3,0.8,1.7,6.4,2,3,3,2,0,26,0,0,2975,223,209,5,3,125,3.91,89,3.8
126585,SP,MARIO GONZÁLES,,MIL,MLB,22,7,,,N,N,Normal,65,55,55,55,55,65,55,55,55,55,96-98,33,33,7,8,167.0,731,642,159,108,25,0,26,89,86,71,0,120,11,4.63,.266,1.38,6.5,3.8,1.4,1.7,6.7,3,4,6,3,0,11,0,0,2818,173,188,15,4,96,4.92,110,1.4
132469,SP,HUGHIE GOOSE,,VAN,MLB,38,20,,,N,N,Normal,50,60,65,60,60,50,60,65,60,60,92-94,6,6,0,4,29.1,131,122,37,27,5,1,4,17,15,9,0,22,0,4.60,.344,1.57,6.8,2.8,1.2,2.4,9.9,0,0,0,0,0,3,0,0,461,30,31,1,1,99,4.06,88,0.6
132262,SP,NORMAN GREEN,,LAA,MLB,22,5,,,N,N,Normal,50,55,60,55,55,55,60,60,55,60,95-97,33,33,9,12,163.0,691,631,162,94,39,1,28,98,92,49,1,119,6,5.08,.275,1.29,6.6,2.7,1.5,2.4,10.1,1,4,3,2,0,9,0,0,2596,166,187,14,3,90,4.63,101,2.1
128438,SP,AUGUSTO GUIA,,BOS,MLB,22,5,,,N,H,Normal,50,55,60,55,60,55,55,60,55,60,96-98,21,21,9,8,132.1,540,492,114,80,24,1,9,52,50,37,0,83,5,3.40,.261,1.14,5.6,2.5,0.6,2.2,8.5,3,3,6,1,0,14,0,0,1988,158,139,8,2,134,3.45,75,3.5
133935,SP,CENK GÖKALP,,KC,MLB,27,12,,,L,H,Disruptive,50,60,55,55,65,50,60,55,55,65,97-99,32,32,11,13,167.0,710,634,157,104,29,0,24,93,92,63,0,128,2,4.96,.272,1.32,6.9,3.4,1.3,2.0,9.2,4,7,3,1,0,15,0,0,2785,177,176,23,4,92,4.37,96,2.6
132579,SP,GEORGE HAIRSTON,,CHW,MLB,23,3,,,N,N,Normal,50,65,65,60,70,50,65,65,60,70,94-96,30,30,9,11,165.0,714,641,175,124,38,1,12,76,69,60,6,117,4,3.76,.313,1.42,6.4,3.3,0.7,1.9,8.0,1,8,3,3,0,19,0,0,2614,189,160,7,7,120,3.45,76,4.3
129921,SP,DAVE HALE,,TEX,MLB,24,5,,,N,N,Normal,55,60,60,50,70,60,60,60,50,70,92-94,31,31,12,7,186.1,817,708,178,125,35,2,16,90,81,89,0,138,10,3.91,.290,1.43,6.7,4.3,0.8,1.6,6.0,5,5,7,1,0,13,0,0,3114,206,188,19,6,114,4.09,91,3.3
130774,SP,CARL HALL,,COL,MLB,25,5,,,N,N,Normal,50,60,65,60,60,50,60,65,60,65,95-97,38,24,12,7,150.0,655,606,178,109,37,3,29,94,90,35,1,93,6,5.40,.303,1.42,5.6,2.1,1.7,2.7,8.9,1,7,6,0,0,14,11,3,2304,170,166,19,3,89,4.94,102,1.5
124945,SP,JEFFREY HAMMOND,,PIT,MLB,22,6,,,N,H,Normal,50,50,45,55,50,60,50,45,55,50,96-98,2,2,0,0,10.2,49,42,11,7,2,0,2,7,7,6,0,8,0,5.91,.273,1.59,6.8,5.1,1.7,1.3,4.1,0,1,0,0,0,1,0,0,170,9,14,0,0,78,5.49,119,0.0
133598,SP,WOODY HANNA,,MIA,MLB,24,4,,,N,N,Normal,55,50,60,50,50,55,50,60,50,50,93-95,33,33,6,15,171.2,762,683,195,120,35,3,37,122,122,60,0,139,7,6.40,.306,1.49,7.3,3.1,1.9,2.3,10.4,3,9,8,3,0,12,0,0,2878,142,212,28,2,70,5.22,116,0.9
131487,SP,BOBBY HARTLEY,,MIL,MLB,30,14,,,H,N,Normal,45,65,65,60,65,45,65,65,60,65,92-94,33,33,13,10,173.0,713,648,150,108,26,1,15,79,78,48,0,101,9,4.06,.251,1.14,5.3,2.5,0.8,2.1,7.4,2,6,7,0,0,13,0,0,2639,207,195,22,2,110,3.81,85,3.7
119730,SP,JOHN HEINZ II,,TEX,MLB,39,23,,,N,H,Normal,45,60,65,55,60,45,60,65,55,60,90-92,32,32,11,5,186.2,787,725,189,129,39,0,21,101,88,50,0,101,8,4.24,.278,1.28,4.9,2.4,1.0,2.0,6.5,2,2,10,2,0,21,0,0,2833,228,201,34,4,105,4.18,93,3.1
122863,SP,VINCENT HENBROOKE,,ATL,MLB,36,21,,,H,N,Normal,60,65,60,70,60,60,65,60,70,60,93-95,34,34,16,13,211.0,892,809,204,131,40,0,33,112,111,69,0,168,5,4.73,.278,1.29,7.2,2.9,1.4,2.4,11.1,2,7,3,0,0,23,0,0,3207,212,225,16,4,94,4.36,97,3.1
129753,SP,LUCAS HENDERSON,,CHW,MLB,25,7,,,H,N,Prankster,50,50,65,55,50,50,50,65,55,50,94-96,33,33,3,20,152.2,713,638,196,115,44,3,34,126,118,66,10,118,3,6.96,.329,1.72,7.0,3.9,2.0,1.8,7.3,0,6,8,2,0,10,0,0,2632,161,161,19,5,65,5.37,119,0.6
126756,SP,DAVID HERMAN,,MIN,MLB,23,7,,,N,N,Normal,55,50,45,55,45,55,50,45,55,45,96-98,31,31,3,14,159.0,725,616,167,105,29,3,30,117,112,86,0,141,8,6.34,.299,1.59,8.0,4.9,1.7,1.6,7.6,2,13,9,1,0,9,0,0,2756,128,190,25,6,72,5.32,117,0.7
129238,SP,TIM HICKMAN,,NYM,MLB,23,6,,,N,N,Captain,55,60,55,55,60,55,60,55,55,60,95-97,26,25,11,10,152.2,627,555,126,85,18,1,22,65,63,60,0,82,5,3.71,.228,1.22,4.8,3.5,1.3,1.4,3.5,1,6,7,0,0,14,1,0,2250,158,194,13,4,116,4.94,114,0.9
121596,SP,BRAD HIGGINS,,WAS,MLB,24,9,,,N,N,Normal,55,60,55,60,65,60,60,55,60,65,96-98,32,32,16,5,204.0,850,764,175,117,31,0,27,79,70,74,0,159,5,3.09,.254,1.22,7.0,3.3,1.2,2.1,10.0,3,4,7,1,0,14,0,0,3195,206,223,9,4,150,4.19,90,3.8
133520,SP,MIKE HIGGINS,,OAK,MLB,31,12,,,H,N,Sparkplug,50,55,70,55,55,50,55,70,55,55,92-94,32,32,9,9,176.1,771,710,207,149,31,0,27,113,104,54,2,108,2,5.31,.311,1.48,5.5,2.8,1.4,2.0,7.0,1,3,8,0,1,25,0,0,2803,220,168,9,1,84,4.55,101,2.2
134913,SP,ADAM HILL,,CLE,MLB,27,11,,,N,N,Normal,50,60,60,60,65,50,60,65,60,65,94-96,32,32,8,11,176.0,782,706,196,138,34,4,20,95,89,65,2,107,2,4.55,.301,1.48,5.5,3.3,1.0,1.6,5.4,4,5,3,1,0,11,0,0,2834,220,183,16,5,97,4.23,96,2.7
128570,SP,KADE HILL,,MIA,MLB,22,6,,,N,N,Normal,55,55,50,55,60,55,55,50,55,60,94-96,21,21,5,9,105.2,459,414,111,66,26,4,15,61,61,34,0,92,6,5.20,.309,1.37,7.8,2.9,1.3,2.7,12.6,1,4,3,0,0,6,0,0,1703,107,107,13,3,86,4.10,91,1.9
130042,SP,JULIAN HOPPER,,TOR,MLB,35,15,,,H,N,Captain,50,60,70,60,65,50,60,70,60,65,92-94,30,30,12,7,159.2,640,586,121,80,24,1,16,60,56,40,0,123,7,3.16,.233,1.01,6.9,2.3,0.9,3.1,13.0,2,3,3,0,2,13,0,0,2349,169,167,9,4,143,3.51,77,4.1
131104,SP,TIM HOPPER,,NYM,MLB,22,5,,,N,N,Unknown,45,55,60,50,60,45,55,75,50,60,92-94,2,0,1,0,4.1,15,13,1,0,1,0,0,0,0,2,0,0,0,0.00,.077,0.69,0.0,4.2,0.0,0.0,-13.3,0,0,0,0,0,1,3,1,59,8,4,0,0,999,4.25,98,0.0
134243,SP,ISAAC HUDSON,,PHI,MLB,22,4,,,N,N,Normal,50,60,70,55,65,50,60,70,55,70,94-96,18,18,6,8,99.2,433,388,100,60,26,2,12,59,58,34,1,66,10,5.24,.283,1.34,6.0,3.1,1.1,1.9,7.4,0,1,4,0,0,7,0,0,1500,105,117,14,3,87,4.40,96,1.5
125007,SP,BOB HUNT,,DET,MLB,25,9,,,H,N,Normal,60,60,55,60,60,60,60,55,60,60,96-98,33,33,10,11,168.1,699,637,157,101,39,4,13,71,68,51,0,133,4,3.64,.291,1.24,7.1,2.7,0.7,2.6,11.7,3,4,11,2,0,16,0,0,2611,170,178,8,4,125,3.27,71,4.9
129787,SP,EDDIE JACKSON,,TOR,MLB,27,7,,,H,N,Selfish,50,55,70,55,55,50,60,70,55,60,94-96,25,25,5,12,134.1,555,515,124,83,22,2,17,65,61,32,1,74,2,4.09,.249,1.16,5.0,2.1,1.1,2.3,7.6,0,6,7,0,0,8,0,0,1987,151,165,14,3,110,4.14,92,2.4
129726,SP,MIKE JACOBSON,,MIA,MLB,33,15,,,H,N,Normal,50,55,60,55,50,50,55,60,55,50,94-96,34,23,5,13,149.0,641,589,148,91,31,2,24,86,83,45,0,103,4,5.01,.267,1.30,6.2,2.7,1.4,2.3,9.0,0,3,7,0,0,6,4,2,2375,168,165,8,4,90,4.56,101,1.7
124767,SP,JEREMIAH JAMES,,NYM,MLB,21,6,,,N,N,Normal,50,65,65,55,75,55,65,65,55,80,95-97,25,25,11,8,150.0,624,581,146,107,20,2,17,66,62,37,0,98,2,3.72,.274,1.22,5.9,2.2,1.0,2.6,9.8,0,4,5,1,0,11,0,0,2303,152,181,13,5,116,3.81,88,2.9
129277,SP,DAVE JAMISON,,NYY,MLB,30,9,,,N,N,Normal,60,60,70,60,55,60,60,70,60,55,92-94,32,32,9,7,168.2,714,658,162,110,27,3,22,81,78,46,0,136,4,4.16,.277,1.23,7.3,2.5,1.2,3.0,12.6,0,6,8,2,0,7,0,0,2636,171,188,27,3,108,3.84,85,3.6
121366,SP,ALBERTO JIMÉNEZ,,COL,MLB,35,18,,,H,H,Normal,50,60,65,55,60,50,60,65,55,60,93-95,33,33,11,7,162.0,676,619,146,97,27,0,22,78,70,46,0,118,6,3.89,.257,1.19,6.6,2.6,1.2,2.6,10.7,1,4,8,0,0,12,0,0,2484,162,190,2,1,123,4.14,86,3.3
128837,SP,WILSON JOHNSON,,WAS,MLB,24,7,,,N,N,Normal,60,55,75,60,55,65,55,75,60,55,95-97,32,32,15,6,190.2,789,731,182,107,41,0,34,87,80,41,0,159,10,3.78,.273,1.17,7.5,1.9,1.6,3.9,15.0,3,4,0,0,0,12,0,0,3037,188,203,9,6,123,4.32,92,3.3
129459,SP,IRA JOHNSTON,,CHC,MLB,25,5,,,L,N,Unmotivated,55,45,60,55,40,60,45,60,55,40,94-96,31,31,3,19,142.1,663,603,190,104,35,3,48,127,119,51,0,115,4,7.52,.320,1.69,7.3,3.2,3.0,2.3,9.7,1,4,8,0,0,10,0,0,2503,111,186,16,4,60,6.79,150,-1.5
132126,SP,JEFF JONES,,SEA,MLB,34,13,,,H,N,Normal,50,60,55,60,65,50,60,55,60,65,92-94,26,7,11,6,146.0,638,564,144,91,33,1,19,77,74,64,1,98,4,4.56,.277,1.42,6.0,3.9,1.2,1.5,5.3,1,5,6,2,0,13,6,1,2304,144,178,19,4,97,4.59,103,1.0
125234,SP,MICHAEL JUÃ¡REZ,,ATL,MLB,21,6,,,N,N,Normal,55,50,60,50,45,55,50,60,50,50,94-96,18,7,0,2,61.2,291,263,88,52,16,2,18,55,53,24,0,49,2,7.74,.355,1.82,7.2,3.5,2.6,2.0,8.6,0,1,5,0,1,5,8,6,1037,59,67,5,4,58,6.33,141,-0.6
128907,SP,DAN KAHLER,,SF,MLB,23,7,,,H,N,Normal,55,55,55,55,55,60,55,55,55,55,96-98,34,34,8,14,166.1,713,624,144,90,30,2,22,91,84,70,6,148,9,4.55,.265,1.29,8.0,3.8,1.2,2.1,10.9,3,7,5,2,0,13,0,0,2743,159,176,30,1,97,4.12,93,2.8
132093,SP,FRAWSEN KASIYA,,BOS,MLB,22,5,,,H,H,Normal,60,65,80,60,65,60,65,80,60,65,95-97,36,36,19,7,244.0,962,909,197,131,37,2,27,88,88,39,0,174,0,3.25,.237,0.97,6.4,1.4,1.0,4.5,14.0,4,9,6,2,1,13,0,0,3464,265,274,9,1,140,3.36,73,6.8
130807,SP,JEREMY KENNEDY,,PHI,MLB,32,14,,,H,N,Normal,50,60,45,55,60,50,60,45,55,60,92-94,30,30,14,7,181.2,763,687,161,122,21,1,17,70,67,70,0,110,3,3.32,.256,1.27,5.4,3.5,0.8,1.6,5.2,1,2,6,1,0,18,0,0,2750,201,210,24,2,137,4.08,89,3.4
130010,SP,LEWIS KERN,,LAA,MLB,24,5,,,H,N,Prankster,50,55,40,55,60,55,55,40,55,60,94-96,2,2,0,2,6.0,34,28,11,5,4,0,2,14,14,5,0,5,0,21.00,.409,2.67,7.5,7.5,3.0,1.0,0.0,0,1,0,0,0,0,0,0,133,3,10,1,0,22,8.03,175,-0.1
134617,SP,KIL-HYUN KIM,,DET,MLB,22,6,,,L,H,Disruptive,60,65,65,65,70,60,65,65,65,70,95-97,33,33,10,9,169.1,691,619,127,96,16,4,11,68,63,63,0,135,2,3.35,.243,1.12,7.2,3.3,0.6,2.1,10.4,2,5,4,1,0,13,0,0,2709,184,171,13,3,136,3.27,71,4.9
121969,SP,GEORGE KING,,ARI,MLB,24,9,,,H,N,Humble,60,50,55,55,45,60,50,55,55,45,96-98,2,2,1,0,10.2,40,37,5,0,0,0,5,5,5,2,0,8,1,4.22,.000,0.66,6.8,1.7,4.2,4.0,15.0,0,0,0,0,0,1,0,0,132,12,11,0,0,107,8.30,183,-0.3
134402,SP,PATRICK KOMRSKOVA,,BOS,MLB,24,4,,,N,N,Selfish,50,60,60,55,70,50,60,60,55,70,94-96,17,2,2,0,35.0,129,112,13,10,3,0,0,5,5,14,0,27,2,1.29,.153,0.77,6.9,3.6,0.0,1.9,10.1,1,0,3,0,0,5,12,3,496,38,35,1,0,354,2.69,59,1.0
136196,SP,RYOMA KOYAMA,,OAK,MLB,23,7,,,N,N,Normal,45,55,50,55,60,45,55,50,55,60,95-97,33,33,14,8,162.1,709,625,156,109,27,3,17,84,73,71,0,109,6,4.05,.276,1.40,6.0,3.9,0.9,1.5,5.4,1,5,6,3,1,15,0,0,2644,181,171,16,6,110,4.31,96,2.5
129863,SP,BILLY KUSÇU,,ATL,MLB,25,7,,,N,N,Normal,50,50,55,50,50,55,50,55,50,50,96-98,32,24,10,8,142.0,584,524,124,74,23,1,26,65,63,52,0,106,3,3.99,.249,1.24,6.7,3.3,1.6,2.0,9.2,4,1,7,1,0,17,8,2,2179,141,152,3,5,112,4.91,109,1.0
132792,SP,SEUNG-MIN KYO,,LAA,MLB,23,7,,,H,N,Fan Fav,55,60,70,60,60,60,60,70,60,60,94-96,26,26,8,10,153.0,637,581,148,97,30,1,20,77,69,47,0,111,2,4.06,.282,1.27,6.5,2.8,1.2,2.4,10.0,3,4,2,0,0,16,0,0,2339,166,157,13,2,113,4.07,89,2.9
133320,SP,OSCAR LANDSEER,,HOU,MLB,21,4,,,N,H,Normal,50,60,50,55,65,50,60,50,55,65,94-96,11,11,0,2,43.2,195,172,44,29,11,0,4,24,22,19,0,25,2,4.53,.278,1.44,5.2,3.9,0.8,1.3,3.1,1,1,3,0,0,3,0,0,722,56,47,6,0,99,4.35,97,0.6
120287,SP,DAN LEAKE,,LAA,MLB,24,8,,,N,N,Normal,45,50,50,50,55,45,55,50,50,55,94-96,4,0,0,0,7.0,30,27,9,5,3,0,1,4,4,1,0,6,2,5.14,.400,1.43,7.7,1.3,1.3,6.0,16.7,0,0,0,0,0,3,2,1,110,9,3,0,0,89,4.29,93,0.0
124830,SP,JONATHAN LECLERC,,TEX,MLB,21,6,,,N,N,Normal,60,65,60,55,75,60,65,60,55,75,96-98,12,12,5,1,63.1,262,236,53,35,10,0,8,26,26,23,0,37,2,3.69,.234,1.20,5.3,3.3,1.1,1.6,5.3,0,1,2,2,0,3,0,0,953,79,67,6,1,120,4.52,101,0.8
130960,SP,JOHNATHAN LEWIS,,ATL,MLB,23,6,,,N,N,Normal,55,55,70,55,50,55,55,70,55,50,92-94,31,31,11,8,170.2,744,689,188,114,32,3,39,95,93,48,0,120,3,4.90,.280,1.38,6.3,2.5,2.1,2.5,9.7,1,3,5,2,0,10,0,0,2707,173,206,6,1,91,5.33,119,0.6
129722,SP,WILLIAM LEWIS,,VAN,MLB,27,6,,,L,L,Normal,50,55,55,55,50,50,55,60,55,50,92-94,5,5,1,1,27.2,113,105,28,19,2,2,5,11,11,7,0,21,0,3.58,.291,1.27,6.8,2.3,1.6,3.0,12.4,1,0,1,0,0,3,0,0,412,25,32,3,1,128,4.45,97,0.4
125883,SP,NATE LLITCH JR.,,HOU,MLB,22,7,,,N,N,Normal,65,50,45,55,50,65,50,45,55,50,96-98,24,24,4,10,96.2,431,375,97,55,15,1,26,73,72,48,0,83,4,6.70,.264,1.50,7.7,4.5,2.4,1.7,8.1,1,3,0,0,0,12,0,0,1651,87,106,9,3,67,6.26,140,-0.6
123259,SP,DAVE LOVE,,PHI,MLB,25,9,,,N,N,Normal,50,55,70,60,55,60,60,70,60,55,95-97,31,31,13,10,169.0,704,650,165,103,30,2,30,85,84,47,1,129,4,4.47,.273,1.25,6.9,2.5,1.6,2.7,11.6,0,3,7,0,0,16,0,0,2702,180,174,9,3,101,4.53,99,2.3
121417,SP,ARMANDO LÓPEZ,,COL,MLB,32,15,,,N,N,Normal,50,55,65,55,60,50,55,65,55,60,92-94,33,33,13,11,191.0,832,750,194,112,31,4,47,114,114,73,0,160,5,5.37,.270,1.40,7.5,3.4,2.2,2.2,10.5,2,2,3,1,0,14,0,0,3063,208,186,22,1,89,5.61,116,0.9
125567,SP,SANTIAGO LÓPEZ,,NYM,MLB,23,7,,,H,L,Normal,55,70,60,65,70,55,70,60,65,75,94-96,37,37,19,3,208.0,837,772,174,115,40,1,18,68,60,56,0,122,6,2.60,.246,1.11,5.3,2.4,0.8,2.2,7.9,1,2,9,0,0,25,0,0,3093,254,210,23,9,166,3.71,86,4.3
132957,SP,ANTON LÖNNROT,,ARI,MLB,28,13,,,H,N,Normal,50,50,60,55,50,50,55,60,55,50,94-96,34,34,4,19,166.2,744,679,193,113,34,6,40,125,117,57,0,119,3,6.32,.292,1.50,6.4,3.1,2.2,2.1,8.3,1,4,6,0,0,13,0,0,2757,166,199,14,3,72,5.64,124,0.2
135132,SP,VANCE MACBETH,,CHC,MLB,26,11,,,H,N,Fan Fav,65,60,40,60,55,80,60,40,60,60,96-98,32,32,8,10,146.0,662,557,145,100,28,0,17,96,89,91,0,116,5,5.49,.297,1.62,7.2,5.6,1.0,1.3,3.8,2,7,11,2,0,19,0,0,2558,158,138,11,2,82,4.76,105,1.5
124627,SP,BERNIE MACÍAS,,PHI,MLB,26,10,,,N,N,Normal,70,55,50,60,55,75,60,50,60,55,97-99,24,24,4,9,108.1,486,421,106,67,27,0,12,76,71,60,0,96,0,5.90,.296,1.53,8.0,5.0,1.0,1.6,7.4,0,5,4,1,0,7,0,0,1815,100,118,8,1,77,4.19,92,1.9
134897,SP,LESTER MALOTT,,CHW,MLB,27,11,,,N,N,Normal,50,55,55,55,55,50,55,55,55,60,92-94,47,10,7,7,122.1,549,483,130,78,29,2,21,88,81,58,12,84,3,5.96,.285,1.54,6.2,4.3,1.5,1.4,4.7,0,4,5,0,1,11,29,11,2004,135,133,7,2,76,4.92,109,0.4
120497,SP,TIM MANSILL,,ARI,MLB,23,8,,,N,N,Prankster,55,50,50,55,50,55,50,50,55,50,96-98,40,16,4,3,120.2,523,444,104,70,12,0,22,58,53,65,3,94,6,3.95,.247,1.40,7.0,4.8,1.6,1.4,5.5,4,4,6,0,0,9,15,6,2005,121,130,5,5,115,5.37,118,0.1
126482,SP,MARTY MARSHALL,,STL,MLB,25,8,,,L,L,Normal,70,65,70,60,70,75,65,70,60,70,97-99,33,33,17,9,205.1,831,764,175,126,31,1,17,88,83,53,0,166,10,3.64,.271,1.11,7.3,2.3,0.7,3.1,13.6,1,3,9,0,0,15,0,0,3001,222,200,13,9,122,3.24,73,5.8
129838,SP,LUIS MARTÍNEZ,,LAD,MLB,31,15,,,N,N,Normal,50,55,60,55,55,50,55,60,55,55,94-96,32,32,10,16,201.2,846,776,197,127,33,3,34,102,94,60,2,132,5,4.20,.265,1.27,5.9,2.7,1.5,2.2,8.5,0,5,6,1,0,23,0,0,3018,213,228,22,6,106,4.68,105,2.2
120420,SP,JOSÉ MARÍN,,LAA,MLB,23,8,,,N,L,Outspoken,60,50,50,55,50,60,50,50,55,50,95-97,3,3,0,1,15.1,68,62,18,9,2,0,7,11,11,6,0,21,0,6.46,.324,1.57,12.3,3.5,4.1,3.5,22.1,0,0,0,0,0,0,0,0,237,13,10,2,1,71,7.23,158,-0.2
119960,SP,RYAN MCDOWEL,,STL,MLB,24,8,,,N,N,Normal,45,60,50,55,65,50,60,55,55,65,95-97,32,32,12,9,169.0,743,660,167,110,40,3,14,96,86,72,0,105,9,4.58,.282,1.41,5.6,3.8,0.7,1.5,4.4,0,2,5,1,0,16,0,0,2730,206,177,17,2,97,4.14,93,2.8
126764,SP,DAVE MCFADDEN,,MIN,MLB,22,7,,,H,N,Captain,50,55,50,55,55,55,55,50,55,55,96-98,33,33,12,9,169.2,758,667,178,116,36,2,24,110,102,78,0,120,1,5.41,.289,1.51,6.4,4.1,1.3,1.5,5.5,2,10,7,1,0,12,0,0,2843,161,211,21,3,84,4.69,103,2.0
120135,SP,SAMUEL MCKENZIE,,ARI,MLB,24,8,,,H,H,Normal,50,55,60,55,50,50,55,60,55,50,95-97,29,12,5,6,101.1,442,396,104,58,21,1,24,69,63,41,4,79,2,5.60,.270,1.43,7.0,3.6,2.1,1.9,8.6,0,3,3,0,0,13,10,7,1596,103,105,6,3,81,5.54,122,-0.1
